,Duration..in.seconds.,ResponseId,phase,team_name,domain,Month.1,Month.2,Month.3,Month.4,Month.5,Month.6,Month.7,Month.8,Month.9,Month.10,Month.11,Month.12,Month.13,Month.14,Month.15,Month.16,Month.17,Month.18,confidence,subexpert,pub,basis,basis_5_TEXT,model,theory,parameters,numpred,covidcondyn,covidmeas,covidmeas_6_TEXT,coviddesc,covidest_1,covidest_2,covidest_3,covidest_4,covidest_5,covidest_6,covidest_7,covidest_8,covidest_9,covidest_10,covidest_11,covidest_12,datatrain,counterfact,counter_imp,counter_yn,othercounter,othercountim,Method,isExpert,ResponseId.old,revised,team_size,team_expertise,team_size.coded,team_discipline.coded,team_discipline.missingdat,previous_tournament.coded,previous_tournament.missingdat,Age,Sex,Genderident,Genderident_5_TEXT,Occupation,Ethnicity,Education,Religion,Religion_Other,Politics_1,Country.of.Residence,Residential.Area,Income,time_upload,Method.coded,Method.complex,DataOnly,mean_error_w1,root_mean_sqr_error_w1,mean_abs_error_w1,mean_percent_error_w1,mean_abs_percent_error_w1,MASE1_w1,RMSE_cutoff_Naive_linear,RMSE_cutoff_Naive_rwf,compare_to_naive_linear,compare_to_naive_rwf,MASE_cutoff_Naive_linear,MASE_cutoff_Naive_rwf,compare_to_naive_linear_MASE,compare_to_naive_rwf_MASE,time_spent,mean_error_covid,root_mean_sqr_error_covid,mean_abs_error_covid,mean_percent_error_covid,mean_abs_percent_error_covid,MASE1_covid,mean_error_w1_lastmonths,root_mean_sqr_error_w1_lastmonths,mean_abs_error_w1_lastmonths,mean_percent_error_w1_lastmonths,mean_abs_percent_error_w1_lastmonths,MASE1_w1_lastmonths,mean_error_w2,root_mean_sqr_error_w2,mean_abs_error_w2,mean_percent_error_w2,mean_abs_percent_error_w2,MASE1_w2,RMSE_cutoff_Naive_linear_w2,RMSE_cutoff_Naive_rwf_w2,compare_to_naive_linear_w2,compare_to_naive_rwf_w2,MASE_cutoff_Naive_linear_w2,MASE_cutoff_Naive_rwf_w2,compare_to_naive_linear_MASE_w2,compare_to_naive_rwf_MASE_w2,team_gender,team_education,team_Age,non_US,CounterFactual_Presence_Final,COVID.Final,Onus.Final,counterNum,justification_dataReceived,justification_theoreticalInsight,justification_externalEvent,parameters_coded,TournamentStart,ForecastisUpdated
2139,1373,R_33jMbiBHJpQc9B4,1,NA,egend,0.78,0.78,0.79,0.81,0.82,0.85,0.87,0.9,0.9,0.86,0.87,0.9,NA,NA,NA,NA,NA,NA,4,NA,NA,5,NA,NA,"I assumed that since the numbers dipped over the last few months that the initial forecast numbers would be low, but then would slowly rebound.","Covid-19 did seem to have some effect. Jan, Feb, and March had data points that were on the low side of the range of data points given.",1,1,2,NA,I think that COVID-19 has changed how a lot of people view work and family. More people are out of work. More people are working from home. Parents are spending more time with their children. These changes to our world probably affect how people view gender stereotypes.,1000000,1800000,1500000,1000000,600000,250000,100000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,Data-Driven,0,NA,NA,1,NA,1,NA,NA,NA,NA,31,2,1,NA,Home Health Aide,4,5,3,NA,2,United States,3,4,81.957,1,1,NA,-0.05501187,0.087579369,0.072623204,-7.272899575,9.376934984,1.728431408,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,158.5,14722500,18780928.05,14722500,84.54056654,84.54056654,40.89606053,-0.117140568,0.118763932,0.117140568,-15.35046371,15.35046371,2.78794415,-0.117140568,0.118763932,0.117140568,-15.35046371,15.35046371,3.018628451,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,May,NA
2140,2171,R_0e4M36DhB1rPiuJ,1,NA,egend,8.1,8.3,8.2,7.9,8.1,7.8,8,8.3,8.5,8.2,7.9,8,NA,NA,NA,NA,NA,NA,1,NA,NA,"1,5",NA,NA,"I looked at how the Explicit Gender-Career Bias scores changed between months in past years, and looked for patterns. If the pattern of changes were different in every year, I estimated according to the past year. ","Yes, in my estimates I tried to account for the effects of the COVID-19 pandemic (e.g. more people working from home and how that could affect Explicit Gender-Career Bias) and the concurrent surge in unemployment.",1,1,2,NA,"I expect there to be a second severe wave of infections/deaths from COVID-19, and I believe that the social insecurity caused by that might cause Explicit Gender-Career Bias to increase.",1000000000,900000,950000,900000,900000,1000000,1200000,1300000,1000000,950000,900000,800000,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,50,2,1,NA,homemaker,4,3,10,NA,1,United States of America,2,8,137.52,1,1,NA,-7.319178537,7.321939656,7.319178537,-929.2542051,929.2542051,174.1963632,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,-68990000,288729421,97380000,-4591.726122,4754.903091,270.5015028,-7.383807235,7.386697869,7.383807235,-964.5555198,964.5555198,175.7345255,-7.383807235,7.386697869,7.383807235,-964.5555198,964.5555198,190.275418,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,May,NA
2141,3911,R_1pxTNZaun72oA6w,1,NA,egend,0.9,1,0.88,0.85,0.84,0.85,0.9,0.8,0.85,0.8,0.8,0.85,NA,NA,NA,NA,NA,NA,2,NA,NA,"1,4,5",NA,NA,"I mostly based my forecast on the data for the prior three years, coming up with an average and then adjusting it based on how I feel the social climate of the current year is unfolding. ","Yes, I considered that there may be more male-career bias leading up to November due to the American Presidential elections, of whom the two primary candidates are male. I also took into consideration a bit of lowering of male-career bias in March because International Women's Day is becoming more popular through social media.",0,0,2,NA,NA,800000,1300000,2400000,3600000,4000000,4800000,6700000,8200000,9000000,9800000,11000000,12500000,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,34,1,2,NA,Delivery Driver,4,5,10,NA,4,United States of America,2,4,84.483,4,1,NA,-0.070845203,0.082835855,0.070845203,-8.982316175,8.982316175,1.686115005,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,20.149,9068333.333,11758484.88,9068333.333,54.41346397,54.41346397,25.18995476,-0.067140568,0.071240279,0.067140568,-8.740713448,8.740713448,1.597944738,-0.067140568,0.071240279,0.067140568,-8.740713448,8.740713448,1.730164303,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,May,NA
2142,1802,R_2rZSUEaYOIgwQpr,1,NA,egend,0.25,0.35,0.3,0.2,0.4,0.4,0.45,0.65,0.3,0.15,0.3,0.3,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,"I've already answered this question. Because I'm not too familiar with this topic, much of my assumptions came from instinct and intuition, not theory.","Honestly, I wasn't too sure exactly how to map out the data as time passed mainly because this topic isn't my forte, but I did use logical ideas to come up with values. For times when people were overly materialistic, namely during Christmas and whatnot, I increased the value, since I thought the whole christmas thing is a tradition and old fashion, and so is much of the reasoning behind gender biases so I linked a correlation there. I also made that connection because many people think that men should be bringing in the bacon for the family, and a time like christmas where money is heavily spent, people may think of the male to be providing for the family's gifts. I didn't make many other assumptions, other than the fact that it will get worse, since I put a higher value at the end of the chart values than the beginning. I did this because I think that Trump's rule over America, and his example as a whole to the world will cause people to return to old biases that they had, which may be the case with gender career bias as well.",1,1,2,NA,"I said that when people panic, they fall back on old biases, which may have been the case with COVID-19 as well.",65000,90000,100000,90000,85000,60000,20000,25000,15000,10000,5000,1000,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,24,1,2,NA,Senior Manager Microbiologist,2,5,10,NA,3,United States of America,2,6,58.581,1,1,NA,0.451654797,0.47057003,0.451654797,57.08933139,57.08933139,10.74937886,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,15196166.67,18866463.47,15196166.67,98.92066086,98.92066086,42.21180858,0.407859432,0.43756834,0.407859432,53.18799385,53.18799385,9.707049682,0.407859432,0.43756834,0.407859432,53.18799385,53.18799385,10.5102451,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,May,NA
2143,2150,R_vHTdhtpVodaHC2R,1,NA,egend,0.8,0.8,0.9,0.8,0.75,0.7,0.7,0.7,0.75,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA,5,NA,NA,"1,4",NA,NA,"As the times continue to change society in America comes to learn to be more excepting and treat each other as equal. Along with women participation stem fields increasing, its teaching more and more people that women can do anything a man can.","One slight variable I took into consideration is that as unemployment starts going up from COVID-19, it may be seen in certain households that men may longer be a primary bread-winner in the household.",0,0,2,NA,NA,600000,605000,608000,610000,615000,618000,618000,618000,618000,618000,618000,618000,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,18,1,2,NA,Engineering,4,4,10,NA,4,United States,2,6,70.087,1,1,NA,0.039154797,0.067423616,0.058132716,4.952467384,7.339484181,1.383557948,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,14629666.67,18390196.67,14629666.67,90.72299771,90.72299771,40.63818873,0.057859432,0.061604997,0.057859432,7.507934099,7.507934099,1.377053794,0.057859432,0.061604997,0.057859432,7.507934099,7.507934099,1.490996067,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,May,NA
2144,2391,R_6gmiOt1vJhP1mSZ,1,NA,egend,0.7,0.6,0.6,0.7,0.65,0.63,0.7,0.67,0.6,0.62,0.64,0.65,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,NA,"NA, guessed",I was thinking more along with the political leaderships of women.,0,0,2,NA,NA,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,NA,NA,NA,NA,NA,NA,Data-Driven,0,NA,NA,1,NA,1,NA,NA,NA,NA,45,2,1,NA,Medical trans and editing,4,4,3,NA,5,USA,2,4,55.28,1,1,NA,0.14248813,0.149477537,0.14248813,17.95087211,17.95087211,3.391215822,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,11.189,14643333.33,18403834.75,14643333.33,90.83975627,90.83975627,40.6761519,0.119526098,0.125503687,0.119526098,15.53772384,15.53772384,2.844719736,0.119526098,0.125503687,0.119526098,15.53772384,15.53772384,3.080101849,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,May,NA
2145,2254,R_1jJkDDAHmlOakDE,1,NA,egend,8,8.1,8.3,8.3,8.4,8.4,8.45,8.5,8.45,8.4,8.35,8.3,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,"I noticed the numbers had been steadily dropping, at the beginning of the year, but then taken an upturn again around the time the COVID crisis started and increased steadily afterward. I assumed that would probably keep going for a while, maybe falling again as COVID resolved more.","I definitely took the COVID crisis into consideration, but also thought there might be bumps around events like the next school year starting and the holidays, and so adjusted things a bit there, too. ",1,1,2,NA,"Like I said, I noticed the Bias numbers rise with the onset of the pandemic (probably because nurses and doctors have been brought to the forefront of public thought, again) so I thought those numbers would probably continue to rise before falling again, as the pandemic resolved more.",1000000,1400000,1900000,2600000,3200000,3600000,3900000,4100000,4200000,4300000,4375000,4425000,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,33,2,1,NA,Transcriptionist,4,5,9,Spiritual but not religious,1,USA,1,5,84.396,1,1,NA,-7.54001187,7.541773268,7.54001187,-957.5753607,957.5753607,179.4521939,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,229.518,11993333.33,15704879.42,11993333.33,67.88883949,67.88883949,33.3149999,-7.642140568,7.642511912,7.642140568,-998.3772028,998.3772028,181.8828558,-7.642140568,7.642511912,7.642140568,-998.3772028,998.3772028,196.9324827,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,May,NA
2146,2110,R_2YhvGNr5eeTgQCw,1,NA,egend,0.8,0.82,0.75,0.76,0.79,0.65,0.72,0.74,0.76,0.72,0.71,0.76,NA,NA,NA,NA,NA,NA,4,NA,NA,"1,2,4",NA,NA,"Based on the trend provided by past data, you can see that the difference can be seen as semi-linear with a gradual decline. Thus, we can estimate from the data values that although there is frequent variation in terms of dips and rises, there is a steady decline of the difference score. Thinking in a more general sense, I also would like to think that the thoughts of the public are becoming more progressive as time goes on, especially in today's political climate where there seems to be a lot of advocating for causes and women (e.g. the MeToo movement). I also noticed that a lot of dips seem to be in the end/beginning of the year (e.g. November-January), which was an interesting pattern to see.","Like I mentioned above, I thought of the political climate and how people seem to be more vocal and progressive as time goes on as compared to older more traditional methods of thinking. For example, I feel like more recent generations have less of an explicit gender-career bias that do older generations who see men as breadwinners and women as caretakers. Political leadership change in the coming months will also hopefully appoint somebody with more equitable ways of thinking to encourage the public to do the same. ",0,0,2,NA,NA,600000,620000,625000,630000,640000,641000,643000,645000,650000,660000,660200,660400,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,21,2,1,NA,Designer,2,6,10,NA,2,USA,2,5,60.416,1,1,NA,0.040821463,0.06032137,0.042823952,5.096623062,5.344460356,1.019209549,1,1,Above Naive linear,Above Naive rwf,1,0,Above Naive linear,Below Naive rwf,0,14603783.33,18362902.92,14603783.33,90.4960606,90.4960606,40.56629018,0.031192765,0.035805938,0.031192765,4.039930785,4.039930785,0.742387441,0.031192765,0.035805938,0.031192765,4.039930785,4.039930785,0.803815188,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,May,NA
2147,1820,R_2wS3lVqToH9unFg,1,NA,egend,0.947285,0.8,0.812,0.98217,0.7,0.96,0.99,0.87,0.79,0.81,0.94,0.97,NA,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,My assumptions were based on using the old date and just getting an idea. I think this won't change any time soon.,I feel that the date won't change that much because those jobs are always there no matter what.,1,1,2,NA,Well I totally thought about Covid-19 but when it comes to this topic I don't think it changes anything.,7000000,8000000,8100000,8200000,8400000,8600000,8900000,9100000,9200000,9500000,9700000,9800000,NA,NA,NA,NA,NA,NA,Data-Driven,0,NA,NA,1,NA,1,NA,NA,NA,NA,23,1,2,NA,retail,6,3,10,NA,7,United States,1,5,55.613,1,1,NA,-0.091799787,0.131274439,0.110361922,-11.75884105,14.06838125,2.626612441,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,6535000,12301394.23,9441666.667,-21.66990997,82.58683184,26.22699756,-0.128807235,0.147925031,0.128807235,-16.8099962,16.8099962,3.06561068,-0.128807235,0.147925031,0.128807235,-16.8099962,16.8099962,3.319270086,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,May,NA
2148,2539,R_1pFmaSwI4TD5KvC,1,NA,egend,0.782626801,0.79190368,0.771965202,0.765720935,0.762261648,0.78584163,0.766558805,0.734087365,0.742544925,0.748290526,0.755020623,0.741872719,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,I followed the slowly decreasing trend in numbers.,I assumed Explicit Gender-Career Bias would continue to decrease due to society's increasingly progressive beliefs.,0,0,2,NA,NA,1000000,1200000,1350000,1400000,1450000,1500000,1550000,1600000,2000000,2400000,2900000,3100000,NA,NA,NA,NA,NA,NA,Data-Driven,0,NA,NA,1,NA,1,NA,NA,NA,NA,26,1,2,NA,Custodian,4,2,2,NA,4,United States,2,3,175.582,1,1,NA,0.026763559,0.034810324,0.029164494,3.30348177,3.628234493,0.694114624,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,90.375,13455833.33,17099651.8,13455833.33,79.56895691,79.56895691,37.37752247,0.018130271,0.029418418,0.022932143,2.290827859,2.940333305,0.545784727,0.018130271,0.029418418,0.022932143,2.290827859,2.940333305,0.590944874,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,May,NA
2149,2528,R_2bQ14sqEP61fA4b,1,NA,egend,0.9,0.85,0.82,0.9,0.8,0.7,0.8,0.6,0.9,0.8,0.95,0.7,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,I really and truly just guessed on these predictions. This was very confusing and I still am not sure how those numbers are calculated. I went by previous year's data and tried to do my best.,NA,0,0,2,NA,NA,700000,800000,900000,1000000,2000000,3000000,10000000,11000000,14000000,15000000,18000000,20000000,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,31,2,1,NA,Cook,4,3,10,NA,1,USA,2,3,503.801,1,1,NA,-0.020845203,0.098881244,0.081625968,-2.710346089,10.47488006,1.942697085,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,88.634,7210000,8413954.679,7210000,56.60726046,56.60726046,20.02788904,-0.025473902,0.119446835,0.10492288,-3.361806713,13.77026556,2.497163319,-0.025473902,0.119446835,0.10492288,-3.361806713,13.77026556,2.703787392,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,May,NA
2150,3929,R_1gOBJdB1D0b1f4v,1,NA,egend,0.73,0.67,0.86,0.69,0.92,0.88,0.61,0.77,0.8,0.57,0.63,0.85,NA,NA,NA,NA,NA,NA,6,NA,NA,"2,4",NA,NA,"Theoretical assumptions has revealed that hired engineers or administrators, are usually given job roles based on their gender not on performance and experience. The moment you allow gender to play a part in performance, you become part of the problem.The same holds true with standard positional responsibilities. If you have two equally qualified administrators, one male and one female, give them equal responsibilities.","The general public believes there are barriers for women who seek top leadership positions in politics. In fact, unlike candidates from other political parties, right-wing pairs with a woman in the first position lost between 1 and 2 percentage points of the vote compared to pairs of the same political stripe but with a man in the first position.",0,0,2,NA,NA,300000,270000,265000,235000,210000,208000,200000,189000,180000,80000,40000,1000,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,33,2,1,NA,Consumer Electronics,4,5,2,NA,2,United States of America,2,6,119.886,1,1,NA,0.040821463,0.108422327,0.095957327,5.289016336,12.19620824,2.283783265,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,29.231,15061833.33,18788032.57,15061833.33,96.21261981,96.21261981,41.83865836,0.061192765,0.112486941,0.092056103,8.145938618,12.10562209,2.19093417,0.061192765,0.112486941,0.092056103,8.145938618,12.10562209,2.372219766,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,May,NA
2151,2218,R_1NxkkwMUZja8Eeg,1,NA,egend,0.82,0.79,0.77,0.74,0.8,0.79,0.7,0.75,0.79,0.86,0.83,0.77,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,My assumptions are that it will never fully go down and that we will continue to have people to consider the word related as such.,My decision process was that there will continue to be events that will sway people to mix careers and genders so it will continue to have a similar pattern as before with rises and falls.,0,0,2,NA,NA,720000,820000,950000,1070000,1160000,1250000,1320000,1370000,1400000,1410000,1411000,1411800,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,19,1,2,NA,Student,4,3,10,NA,1,United States,2,8,56.422,1,1,NA,0.00498813,0.053225976,0.039302974,0.456929348,5.076475769,0.935410314,1,0,Above Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,49.304,14052266.67,17809894.25,14052266.67,85.38185545,85.38185545,39.03429093,-0.017140568,0.068700515,0.051489119,-2.42688627,6.81220657,1.225440427,-0.017140568,0.068700515,0.051489119,-2.42688627,6.81220657,1.326837677,1,1,Above Naive linear,Above Naive rwf,1,0,Above Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,May,NA
2152,1285,R_2ZNuBhZQwWoLqdn,1,NA,egend,0.9,1,1,1.1,1,0.994,0.995,0.98,1,0.8,0.9,0.88,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,"After remembering that COVD-19 makes people stay at home more often than other years I think it does affect our opinions because of the traditional view towards woman and men despite seeing that men can also take care of the family, ",I took account for the current high unemployment and COVID-19 that affects the data to see that women are seen more with family than men. ,1,1,2,NA,It affects everyones lives and keeps us home because of the risk of having it. Now there are people that look like they forgot there is a pandemic and the number of cases will rise most likely and will affect us more in months of May-August. ,100000,150000,220000,200000,130000,100000,75000,69000,40000,30000,27000,15000,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,21,2,1,NA,Student ,6,3,2,NA,4,United States of America,3,4,62.789,1,1,NA,-0.17326187,0.187783091,0.17326187,-22.02357988,22.02357988,4.123630469,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,3.467,15147000,18839702.89,15147000,98.03327957,98.03327957,42.07523375,-0.159640568,0.172515611,0.159640568,-20.8036615,20.8036615,3.799443651,-0.159640568,0.172515611,0.159640568,-20.8036615,20.8036615,4.113822977,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,May,NA
2153,4096,R_vowqVeI6pfCsUb7,1,NA,egend,0.41,0.42,0.42,0.43,0.43,0.42,0.41,0.41,0.42,0.42,0.41,0.44,NA,NA,NA,NA,NA,NA,4,NA,NA,"1,2",NA,NA,"I just felt that naturally, that is what will happen",I only considered the natural order of things to persist.,0,0,2,NA,NA,700000,850000,898000,1000000,11000000,11000000,11000000,14000000,14000000,14000000,14000000,14000000,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,27,2,1,NA,Nurse,3,5,2,NA,6,USA,2,5,154.826,1,1,NA,0.369154797,0.370488403,0.369154797,46.70196728,46.70196728,8.785879826,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,49.093,6372666.667,9476500.69,7304333.333,39.90092507,51.88260526,20.28992754,0.347859432,0.348373587,0.347859432,45.37598033,45.37598033,8.279050387,0.347859432,0.348373587,0.347859432,45.37598033,45.37598033,8.964088125,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,May,NA
2154,3102,R_1rNQMzIYz2XYKlt,1,NA,egend,0.82,0.84,0.9,0.84,0.83,0.81,0.75,0.84,0.85,0.87,0.83,0.82,NA,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,assumption that the past will predict the future,no,0,0,2,NA,NA,700000,80000,1400500,1600500,1700000,1800000,1825000,1850000,1875000,1880000,1883000,1884000,NA,NA,NA,NA,NA,NA,Data-Driven,0,NA,NA,1,NA,1,NA,NA,NA,NA,42,2,1,NA,professor,4,7,3,NA,3,USA,2,8,76.757,1,1,NA,-0.044178537,0.067327615,0.056851327,-5.799875777,7.351032999,1.353060917,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,447.329,13703500,17444981.31,13703500,84.09027645,84.09027645,38.06548925,-0.060473902,0.079677579,0.070754258,-8.049994475,9.366569263,1.683950517,-0.060473902,0.079677579,0.070754258,-8.049994475,9.366569263,1.823286504,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,May,NA
2155,1360,R_5C2ZNnufFQHbkat,1,NA,egend,0.79,0.788,0.787,0.785,0.783,0.781,0.78,0.779,0.775,0.773,0.771,0.769,NA,NA,NA,NA,NA,NA,3,NA,NA,"1,4",NA,NA,"The difference score has been decreasing over the course of 3 years, starting at 0.9 and ending just under 0.8. This shows a general downward trend, which can be modeled out further, disregarding the short-term fluctuations.","I didn't really consider additional variables, as these short-term events are too hard to predict. I just focused on the overall trend of the data.",0,0,2,NA,NA,1200000,2000000,2700000,3300000,4200000,5300000,6500000,7200000,8000000,8900000,9500000,10100000,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,22,1,1,NA,Student,4,5,3,NA,5,United States of America,2,1,73.871,1,1,NA,0.009071463,0.028936847,0.023730149,1.015124901,2.986953154,0.564777261,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,28.513,9501666.667,12621613.74,9501666.667,51.65840698,51.65840698,26.39366515,-0.008307235,0.024135307,0.021010136,-1.168649109,2.775007396,0.500040982,-0.008307235,0.024135307,0.021010136,-1.168649109,2.775007396,0.541416131,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,May,NA
2156,3202,R_DFRV1nUSRMdgvqp,1,NA,egend,0.8,0.79,0.76,0.79,0.78,0.76,0.75,0.76,0.79,0.75,0.78,0.79,NA,NA,NA,NA,NA,NA,2,NA,NA,"1,5",NA,NA,I just based my numbers on the direction the numbers seem to be moving. ,I really don't think an explicit gender-career bias is something thing will change dramatically in the course of a few years. Regardless of all outside factors bias will be something that percentage changes are only very significant over the course of decades.,0,0,2,NA,NA,900000,1100000,1200000,1250000,1300000,1400000,1550000,1750000,2000000,2300000,2600000,3050000,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,44,1,2,NA,disabled,4,4,10,NA,1,United States,2,5,53.317,1,1,NA,0.014154797,0.030154156,0.02346964,1.684270062,2.930350239,0.558577166,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,0,13543333.33,17161576.75,13543333.33,81.15895157,81.15895157,37.62057937,-0.003807235,0.01867369,0.014822452,-0.541412044,1.950748309,0.352774191,-0.003807235,0.01867369,0.014822452,-0.541412044,1.950748309,0.381963968,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,May,NA
