"","team_name","Domains","Tournament","Rank","Nteams","May2020","June2020","July2020","August2020","Sept2020","Oct2020","Nov2020","Dec2020","Jan2021","Feb2021","March2021","April2021","MAE","MASE"
"404","Imielin","Explicit Asian American Bias","November - 6-months",1,37,NA,NA,NA,NA,NA,NA,-0.18,-0.17,-0.19,-0.18,-0.17,-0.175,0.0264963,0.447880983371096
"405","AbCdEfG","Explicit Asian American Bias","November - 6-months",2,37,NA,NA,NA,NA,NA,NA,-0.18785272,-0.18785272,-0.18785272,-0.18785272,-0.18785272,-0.18785272,0.0277654276666667,0.469333720069055
"406","adamman","Explicit Asian American Bias","November - 6-months",3,37,NA,NA,NA,NA,NA,NA,-0.206536213,-0.159180351,-0.183366353,-0.128004453,-0.149521881,-0.19803169,0.0282052141666667,0.476767664057209
"407","BlackSwan","Explicit Asian American Bias","November - 6-months",4,37,NA,NA,NA,NA,NA,NA,-0.2,-0.19,-0.18,-0.17,-0.17,-0.18,0.0289963,0.490139806619162
"408","Polarization Disciples","Explicit Asian American Bias","November - 6-months",5,37,NA,NA,NA,NA,NA,NA,-0.15222034,-0.15086023,-0.15376895,-0.146643296,-0.142385042,-0.148005998,0.0317698136666667,0.537021976145468
"409","MLTS","Explicit Asian American Bias","November - 6-months",6,37,NA,NA,NA,NA,NA,NA,-0.153294878,-0.148326053,-0.146846414,-0.146547002,-0.146646804,-0.146881641,0.0318152653333333,0.537790269724666
"410","datamodelers","Explicit Asian American Bias","November - 6-months",7,37,NA,NA,NA,NA,NA,NA,-0.17711728,-0.13208188,-0.13661216,-0.09215045,-0.09792817,-0.19803441,0.0374978166666667,0.633845442682025
"411","Lotus","Explicit Asian American Bias","November - 6-months",8,37,NA,NA,NA,NA,NA,NA,-0.18,-0.2,-0.2,-0.23,-0.21,-0.2,0.0391969476666667,0.662566753323749
"412","Mr Muddle","Explicit Asian American Bias","November - 6-months",9,37,NA,NA,NA,NA,NA,NA,-0.2,-0.2,-0.2,-0.15,-0.13,-0.15,0.0442843986666667,0.748562630360629
"413","Team Social Psychological Skill","Explicit Asian American Bias","November - 6-months",10,37,NA,NA,NA,NA,NA,NA,-0.167350151,-0.152601199,-0.141334853,-0.12669168,-0.121885989,-0.106264579,0.0453093708333333,0.76588827741077
"414","Erebuni","Explicit Asian American Bias","November - 6-months",11,37,NA,NA,NA,NA,NA,NA,-0.15,-0.15,-0.14,-0.13,-0.12,-0.12,0.045463713,0.768497204747126
"415","Broken Mirror Neurons","Explicit Asian American Bias","November - 6-months",12,37,NA,NA,NA,NA,NA,NA,-0.13,-0.15,-0.14,-0.14,-0.13,-0.12,0.045463713,0.768497204747126
"416","Tosbik","Explicit Asian American Bias","November - 6-months",13,37,NA,NA,NA,NA,NA,NA,-0.16,-0.18,-0.15,-0.13,-0.11,-0.09,0.0537970463333333,0.909359948907347
"417","FrostNova","Explicit Asian American Bias","November - 6-months",14,37,NA,NA,NA,NA,NA,NA,-0.15,-0.14,-0.13,-0.1,-0.09,-0.09,0.060463713,1.02205014423552
"418","Dragon","Explicit Asian American Bias","November - 6-months",15,37,NA,NA,NA,NA,NA,NA,-0.14,-0.13,-0.12,-0.11,-0.1,-0.09,0.0614852083333333,1.03931702053155
"419","TAPE-Measurement","Explicit Asian American Bias","November - 6-months",16,37,NA,NA,NA,NA,NA,NA,-0.148445958,-0.124445958,-0.100445958,-0.101445958,-0.102445958,-0.103445958,0.0630392503333333,1.06558581501078
"420","Nigel Mantou Lou","Explicit Asian American Bias","November - 6-months",17,37,NA,NA,NA,NA,NA,NA,-0.05750259,-0.190814217,-0.24673277,-0.192364332,-0.148867867,-0.174971173,0.0649478488333333,1.09784786567599
"421","scaled-humanity","Explicit Asian American Bias","November - 6-months",18,37,NA,NA,NA,NA,NA,NA,-0.1100324,-0.1141,-0.08822552,-0.0927141,-0.09593974,-0.1004283,0.0762451983333333,1.28881294395284
"422","Team42","Explicit Asian American Bias","November - 6-months",19,37,NA,NA,NA,NA,NA,NA,-0.15,-0.08,-0.13,-0.09,-0.05,-0.02,0.0898185416666667,1.5182503506763
"423","Team Blue Skies","Explicit Asian American Bias","November - 6-months",20,37,NA,NA,NA,NA,NA,NA,-0.085651026,-0.085651026,-0.083984359,-0.083984359,-0.082317692,-0.082317692,0.0925008493333333,1.56359081690934
"424","Cynical Belief in the Inexorable Crush of the Wheel","Explicit Asian American Bias","November - 6-months",21,37,NA,NA,NA,NA,NA,NA,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,0.116485208333333,1.96901113198901
"425","Average Joes","Explicit Asian American Bias","November - 6-months",22,37,NA,NA,NA,NA,NA,NA,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,0.116485208333333,1.96901113198901
"426","LongerSquigglyLines","Explicit Asian American Bias","November - 6-months",23,37,NA,NA,NA,NA,NA,NA,-0.103182,0.004246,-0.08988,-0.02212,0.026554,-0.144069,0.121743375,2.05789270629922
"427","Hi5","Explicit Asian American Bias","November - 6-months",24,37,NA,NA,NA,NA,NA,NA,-0.15,-0.1,-0.05,0,0,0,0.126485208333333,2.13804642498127
"428","BRTWN","Explicit Asian American Bias","November - 6-months",25,37,NA,NA,NA,NA,NA,NA,-0.03515077,-0.02234319,0.01528974,-0.01182073,-0.10821524,-0.09457778,0.133682213333333,2.25970120986545
"429","Bluebirds","Explicit Asian American Bias","November - 6-months",26,37,NA,NA,NA,NA,NA,NA,-0.0395179,-0.0390649,-0.0390971,-0.0390948,-0.039095,-0.039095,0.137324425,2.32126744148694
"430","TheMets","Explicit Asian American Bias","November - 6-months",27,37,NA,NA,NA,NA,NA,NA,-0.034,-0.044,-0.034,-0.044,-0.034,-0.044,0.137485208333333,2.32398524727276
"431","Bordeaux","Explicit Asian American Bias","November - 6-months",28,37,NA,NA,NA,NA,NA,NA,-0.037,-0.03,-0.037,-0.03,-0.03,-0.037,0.142985208333333,2.41695465841851
"432","Heisenburg","Explicit Asian American Bias","November - 6-months",29,37,NA,NA,NA,NA,NA,NA,-0.00691947487060939,-0.0653908847928639,-0.00985283048781915,-0.0510512688101425,-0.0148819734194378,-0.02275848111224,0.148009389417815,2.50188105058466
"433","WQXZ","Explicit Asian American Bias","November - 6-months",30,37,NA,NA,NA,NA,NA,NA,-0.019759,-0.019759,-0.019759,-0.019759,-0.019759,-0.019759,0.156726208333333,2.64922605451918
"434","The Well-Adjusted R Squares","Explicit Asian American Bias","November - 6-months",31,37,NA,NA,NA,NA,NA,NA,-0.01880562,-0.01817793,-0.01755023,-0.01692254,-0.01629484,-0.01566715,0.159248823333333,2.69186715108235
"435","Team29","Explicit Asian American Bias","November - 6-months",32,37,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.176485208333333,2.9832228899426
"436","fearfulastra","Explicit Asian American Bias","November - 6-months",33,37,NA,NA,NA,NA,NA,NA,0.005,0.005,0.006,0.007,0.007,0.008,0.182818541666667,3.09027857550437
"437","md2000","Explicit Asian American Bias","November - 6-months",34,37,NA,NA,NA,NA,NA,NA,0.15,0.1,0.1,0.1,0.05,0.05,0.268151875,4.53271307570503
"438","NYHC","Explicit Asian American Bias","November - 6-months",35,37,NA,NA,NA,NA,NA,NA,0.19,0.18,0.18,0.17,0.17,0.16,0.351485208333333,5.94134051730724
"439","Turing Tesla Solutions","Explicit Asian American Bias","November - 6-months",36,37,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,0.3,0.3,0.476485208333333,8.05428167971056
"440","CheeseCake","Explicit Asian American Bias","November - 6-months",37,37,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.576485208333333,9.74463460963321
"441","Polarization Disciples","Explicit Gender-Career Bias","November - 6-months",1,36,NA,NA,NA,NA,NA,NA,0.782038233,0.776208364,0.77176795,0.765536808,0.760295989,0.758657137,0.0198388301666667,0.51123242815501
"442","Bluebirds","Explicit Gender-Career Bias","November - 6-months",2,36,NA,NA,NA,NA,NA,NA,0.769141,0.766651,0.764162,0.761673,0.759184,0.757014,0.0207086356666667,0.533646692204447
"443","The Well-Adjusted R Squares","Explicit Gender-Career Bias","November - 6-months",3,36,NA,NA,NA,NA,NA,NA,0.7667509,0.7641511,0.7615513,0.7589514,0.7563516,0.7537518,0.0207434856666667,0.534544751715593
"444","fearfulastra","Explicit Gender-Career Bias","November - 6-months",4,36,NA,NA,NA,NA,NA,NA,0.771,0.769,0.766,0.763,0.761,0.758,0.020843469,0.537121250523518
"445","scaled-humanity","Explicit Gender-Career Bias","November - 6-months",5,36,NA,NA,NA,NA,NA,NA,0.761422,0.7649535,0.77583457,0.7621613,0.8001023,0.786429,0.0217653906666667,0.560878510818564
"446","WQXZ","Explicit Gender-Career Bias","November - 6-months",6,36,NA,NA,NA,NA,NA,NA,0.75991,0.75117,0.76109,0.77063,0.78902,0.78173,0.0225251356666667,0.58045659470081
"447","Team Supreme Ignorance","Explicit Gender-Career Bias","November - 6-months",7,36,NA,NA,NA,NA,NA,NA,0.7877114,0.7857527,0.783794,0.7818353,0.7798766,0.7779179,0.0231404623333333,0.596313121686815
"448","Bordeaux","Explicit Gender-Career Bias","November - 6-months",8,36,NA,NA,NA,NA,NA,NA,0.771,0.77,0.769,0.767,0.783,0.766,0.0235101356666667,0.605839338416151
"449","Heisenburg","Explicit Gender-Career Bias","November - 6-months",9,36,NA,NA,NA,NA,NA,NA,0.792475745560415,0.762395095466423,0.685754666188803,0.740007488915903,0.756890284332696,0.827680076459365,0.0291105890909999,0.750159007410623
"450","LongerSquigglyLines","Explicit Gender-Career Bias","November - 6-months",10,36,NA,NA,NA,NA,NA,NA,0.66998,0.790109,0.787122,0.737026,0.768285,0.798529,0.0299164416666667,0.770925250456815
"451","datamodelers","Explicit Gender-Career Bias","November - 6-months",11,36,NA,NA,NA,NA,NA,NA,0.7587136,0.68222,0.7324353,0.7483854,0.777002,0.7968079,0.0306271263333333,0.789239084727295
"452","Team29","Explicit Gender-Career Bias","November - 6-months",12,36,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,0.8,0.8,0.8,0.0338072350000001,0.871188204801344
"453","MLTS","Explicit Gender-Career Bias","November - 6-months",13,36,NA,NA,NA,NA,NA,NA,0.803078725,0.802073312,0.801067899,0.800062486,0.799057074,0.798051661,0.0343724278333334,0.885752818850325
"454","adamman","Explicit Gender-Career Bias","November - 6-months",14,36,NA,NA,NA,NA,NA,NA,0.759608316,0.735734955,0.8074106,0.80500426,0.836063816,0.817945956,0.0379819365,0.978767269027283
"455","FrostNova","Explicit Gender-Career Bias","November - 6-months",15,36,NA,NA,NA,NA,NA,NA,0.82,0.81,0.81,0.8,0.8,0.79,0.0395420956666667,1.01897145205535
"456","Otto","Explicit Gender-Career Bias","November - 6-months",16,36,NA,NA,NA,NA,NA,NA,0.78,0.76,0.83,0.81,0.88,0.79,0.0431557856666667,1.11209365219412
"457","Imielin","Explicit Gender-Career Bias","November - 6-months",17,36,NA,NA,NA,NA,NA,NA,0.82,0.82,0.81,0.8,0.81,0.81,0.0454739016666667,1.17182983933161
"458","Sociology","Explicit Gender-Career Bias","November - 6-months",18,36,NA,NA,NA,NA,NA,NA,0.812116829,0.812116829,0.812116829,0.812116829,0.812116829,0.812116829,0.0459240640000001,1.1834301998771
"459","Lotus","Explicit Gender-Career Bias","November - 6-months",19,36,NA,NA,NA,NA,NA,NA,0.8,0.83,0.85,0.8,0.81,0.79,0.047875429,1.23371547671982
"460","BlackSwan","Explicit Gender-Career Bias","November - 6-months",20,36,NA,NA,NA,NA,NA,NA,0.8,0.8,0.85,0.85,0.8,0.8,0.0504739016666667,1.3006762541303
"461","BRTWN","Explicit Gender-Career Bias","November - 6-months",21,36,NA,NA,NA,NA,NA,NA,0.8195394,0.8199418,0.8198483,0.819565,0.8150433,0.8176452,0.0524044016666667,1.35042385488407
"462","1859","Explicit Gender-Career Bias","November - 6-months",22,36,NA,NA,NA,NA,NA,NA,0.797938545,0.774065184,0.824353112,0.821540859,0.85073646,0.85052665,0.05366737,1.38296964323493
"463","Team Social Psychological Skill","Explicit Gender-Career Bias","November - 6-months",23,36,NA,NA,NA,NA,NA,NA,0.824414458,0.827607331,0.823382855,0.817203506,0.818619073,0.814302755,0.054728898,1.41032445863661
"464","Team Blue Skies","Explicit Gender-Career Bias","November - 6-months",24,36,NA,NA,NA,NA,NA,NA,0.829495415,0.829495415,0.829495415,0.829495415,0.829495415,0.829495415,0.06330265,1.63126389995123
"465","Team42","Explicit Gender-Career Bias","November - 6-months",25,36,NA,NA,NA,NA,NA,NA,0.87,0.85,0.79,0.8,0.81,0.86,0.063807235,1.64426669359347
"466","Average Joes","Explicit Gender-Career Bias","November - 6-months",26,36,NA,NA,NA,NA,NA,NA,0.83,0.83,0.83,0.83,0.83,0.83,0.063807235,1.64426669359347
"467","ForeverJung90","Explicit Gender-Career Bias","November - 6-months",27,36,NA,NA,NA,NA,NA,NA,0.81,0.81,0.81,0.85,0.85,0.85,0.063807235,1.64426669359347
"468","Lady in Black","Explicit Gender-Career Bias","November - 6-months",28,36,NA,NA,NA,NA,NA,NA,0.85,0.84,0.84,0.84,0.84,0.83,0.073807235,1.90195952319084
"469","TheMets","Explicit Gender-Career Bias","November - 6-months",29,36,NA,NA,NA,NA,NA,NA,0.872,0.811,0.872,0.811,0.872,0.811,0.075307235,1.94061344763045
"470","Hi5","Explicit Gender-Career Bias","November - 6-months",30,36,NA,NA,NA,NA,NA,NA,0.8,0.85,0.85,0.85,0.85,0.85,0.0754739016666667,1.94490832812374
"471","TeamKL","Explicit Gender-Career Bias","November - 6-months",31,36,NA,NA,NA,NA,NA,NA,0.88,0.87,0.82,0.81,0.85,0.85,0.0804739016666667,2.07375474292243
"472","Dragon","Explicit Gender-Career Bias","November - 6-months",32,36,NA,NA,NA,NA,NA,NA,0.85,0.85,0.85,0.85,0.85,0.85,0.083807235,2.15965235278822
"473","TAPE-Measurement","Explicit Gender-Career Bias","November - 6-months",33,36,NA,NA,NA,NA,NA,NA,0.832949913,0.842949913,0.852949913,0.862949913,0.872949913,0.882949913,0.091757148,2.36451591039051
"474","Haifa_Team","Explicit Gender-Career Bias","November - 6-months",34,36,NA,NA,NA,NA,NA,NA,0.85,0.9,0.79,0.85,0.93,0.96,0.113807235,2.93273084158034
"475","LoneGradStudent","Explicit Gender-Career Bias","November - 6-months",35,36,NA,NA,NA,NA,NA,NA,0.9,0.95,0.9,0.88,0.86,0.84,0.122140568333333,3.14747486624482
"476","Woodstock","Explicit Gender-Career Bias","November - 6-months",36,36,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0.233807235,6.02504479674885
"477","Polarization Disciples","Implicit African American Bias","November - 6-months",1,37,NA,NA,NA,NA,NA,NA,0.280210838,0.281778853,0.280495793,0.281964976,0.283075754,0.281790978,0.001242145,0.147425885685671
"478","adamman","Implicit African American Bias","November - 6-months",2,37,NA,NA,NA,NA,NA,NA,0.276440945,0.278539727,0.280968108,0.279932859,0.285037004,0.291779236,0.00400304016666667,0.475106965777869
"479","datamodelers","Implicit African American Bias","November - 6-months",3,37,NA,NA,NA,NA,NA,NA,0.2851834,0.2862258,0.2798609,0.2768371,0.2770556,0.2769416,0.00497156399999999,0.590057703362328
"480","MLTS","Implicit African American Bias","November - 6-months",4,37,NA,NA,NA,NA,NA,NA,0.285827823,0.286334096,0.286580389,0.286671505,0.286669999,0.286613208,0.00581032966666666,0.68960789379184
"481","AbCdEfG","Implicit African American Bias","November - 6-months",5,37,NA,NA,NA,NA,NA,NA,0.273875304,0.273875304,0.273975304,0.273975304,0.273975304,0.273975304,0.00669720300000002,0.794867816472102
"482","Imielin","Implicit African American Bias","November - 6-months",6,37,NA,NA,NA,NA,NA,NA,0.28,0.27,0.28,0.27,0.275,0.274,0.00681977433333332,0.80941538328301
"483","FMTeam","Implicit African American Bias","November - 6-months",7,37,NA,NA,NA,NA,NA,NA,0.2734753,0.2734753,0.2734753,0.2734753,0.2734753,0.2734753,0.00716387366666669,0.850255340760214
"484","Tosbik","Implicit African American Bias","November - 6-months",8,37,NA,NA,NA,NA,NA,NA,0.29,0.28,0.3,0.29,0.28,0.28,0.00748936333333332,0.88888658138821
"485","scaled-humanity","Implicit African American Bias","November - 6-months",9,37,NA,NA,NA,NA,NA,NA,0.2871077,0.2877391,0.28884975,0.2852304,0.29436315,0.2907438,0.00836647633333334,0.992988083927301
"486","Team Social Psychological Skill","Implicit African American Bias","November - 6-months",10,37,NA,NA,NA,NA,NA,NA,0.287672937,0.289193546,0.288970946,0.293809795,0.291741738,0.291534173,0.0098480155,1.16882683368988
"487","HSCNAC","Implicit African American Bias","November - 6-months",11,37,NA,NA,NA,NA,NA,NA,0.29,0.295,0.302,0.287,0.282,0.277,0.00998936333333333,1.18560291822021
"488","Motivation & Emotion","Implicit African American Bias","November - 6-months",12,37,NA,NA,NA,NA,NA,NA,0.292057349,0.293113164,0.294590535,0.291869066,0.2927478,0.29160027,0.012023857,1.4270699214527
"489","BlackSwan","Implicit African American Bias","November - 6-months",13,37,NA,NA,NA,NA,NA,NA,0.29,0.29,0.3,0.3,0.3,0.3,0.016027493,1.90224760462418
"490","Team42","Implicit African American Bias","November - 6-months",14,37,NA,NA,NA,NA,NA,NA,0.29,0.3,0.29,0.3,0.31,0.3,0.0176941596666667,2.10005849584551
"491","Lotus","Implicit African American Bias","November - 6-months",15,37,NA,NA,NA,NA,NA,NA,0.27,0.25,0.25,0.26,0.3,0.28,0.018164264,2.15585355013171
"492","Pythia","Implicit African American Bias","November - 6-months",16,37,NA,NA,NA,NA,NA,NA,0.293214646,0.298136084,0.300961518,0.304618843,0.305566313,0.308090754,0.0211255193333333,2.50731468410406
"493","Dragon","Implicit African American Bias","November - 6-months",17,37,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.31,0.31,0.31,0.0243608263333333,2.89130206073083
"494","Team Blue Skies","Implicit African American Bias","November - 6-months",18,37,NA,NA,NA,NA,NA,NA,0.29,0.3,0.31,0.31,0.31,0.31,0.0243608263333333,2.89130206073083
"495","Heather Shimmer","Implicit African American Bias","November - 6-months",19,37,NA,NA,NA,NA,NA,NA,0.306,0.306,0.306,0.306,0.306,0.306,0.0253608263333333,3.00998859546363
"496","FrostNova","Implicit African American Bias","November - 6-months",20,37,NA,NA,NA,NA,NA,NA,0.29,0.3,0.3,0.31,0.32,0.32,0.026027493,3.08911295195216
"497","Old Chickens","Implicit African American Bias","November - 6-months",21,37,NA,NA,NA,NA,NA,NA,0.293492554596666,0.282897204114946,0.285910606448126,0.302253592547854,0.3247489831692,0.351835967576206,0.0262173110754997,3.11164180156286
"498","TAPE-Measurement","Implicit African American Bias","November - 6-months",22,37,NA,NA,NA,NA,NA,NA,0.29,0.3,0.31,0.32,0.3197,0.3194,0.0292108263333333,3.4669317541849
"499","Cynical Belief in the Inexorable Crush of the Wheel","Implicit African American Bias","November - 6-months",23,37,NA,NA,NA,NA,NA,NA,0.31,0.31,0.31,0.31,0.31,0.31,0.0293608263333333,3.48473473439482
"500","Average Joes","Implicit African American Bias","November - 6-months",24,37,NA,NA,NA,NA,NA,NA,0.31,0.31,0.31,0.31,0.31,0.31,0.0293608263333333,3.48473473439482
"501","fearfulastra","Implicit African American Bias","November - 6-months",25,37,NA,NA,NA,NA,NA,NA,0.311,0.311,0.31,0.31,0.31,0.31,0.0296941596666667,3.52429691263908
"502","BRTWN","Implicit African American Bias","November - 6-months",26,37,NA,NA,NA,NA,NA,NA,0.3081723,0.3093274,0.3117052,0.3144629,0.3101763,0.3121291,0.0303563596666667,3.60289113593914
"503","The Well-Adjusted R Squares","Implicit African American Bias","November - 6-months",27,37,NA,NA,NA,NA,NA,NA,0.3119504,0.3116969,0.3114434,0.3111898,0.3109363,0.3106828,0.0306774263333333,3.64099742602402
"504","MORDEAUX Team","Implicit African American Bias","November - 6-months",28,37,NA,NA,NA,NA,NA,NA,0.3136,0.3159,0.3139,0.3114,0.3148,0.3197,0.0342441596666667,4.06432064567332
"505","WQXZ","Implicit African American Bias","November - 6-months",29,37,NA,NA,NA,NA,NA,NA,0.3167,0.31663,0.31657,0.31651,0.31644,0.31638,0.0358991596666667,4.2607468606561
"506","TheMets","Implicit African American Bias","November - 6-months",30,37,NA,NA,NA,NA,NA,NA,0.33,0.304,0.33,0.304,0.33,0.304,0.0363608263333333,4.31554047752441
"507","Heisenburg","Implicit African American Bias","November - 6-months",31,37,NA,NA,NA,NA,NA,NA,0.31717233601086,0.316648201522382,0.318990458546599,0.318005157527887,0.314800286077752,0.319540675360817,0.0368870121743828,4.37799165162403
"508","Bordeaux","Implicit African American Bias","November - 6-months",32,37,NA,NA,NA,NA,NA,NA,0.318,0.318,0.318,0.318,0.318,0.318,0.0373608263333333,4.4342270122572
"509","Bluebirds","Implicit African American Bias","November - 6-months",33,37,NA,NA,NA,NA,NA,NA,0.318539,0.318539,0.318539,0.318539,0.318539,0.318539,0.0378998263333334,4.49819905447818
"510","Team29","Implicit African American Bias","November - 6-months",34,37,NA,NA,NA,NA,NA,NA,0.32,0.32,0.32,0.32,0.32,0.32,0.0393608263333333,4.6716000817228
"511","LongerSquigglyLines","Implicit African American Bias","November - 6-months",35,37,NA,NA,NA,NA,NA,NA,0.321792,0.318394,0.319167,0.311965,0.323192,0.327273,0.039657993,4.70686976362756
"512","TeamKL","Implicit African American Bias","November - 6-months",36,37,NA,NA,NA,NA,NA,NA,0.32,0.31,0.31,0.32,0.33,0.34,0.041027493,4.86941097294413
"513","ForecastSnorecast","Implicit African American Bias","November - 6-months",37,37,NA,NA,NA,NA,NA,NA,0.3,0.31,0.32,0.33,0.34,0.35,0.0443608263333333,5.26503275538679
"514","TAPE-Measurement","Implicit Asian American Bias","November - 6-months",1,42,NA,NA,NA,NA,NA,NA,0.348729499,0.348429499,0.348129499,0.347829499,0.347529499,0.347229499,0.00703164116666667,0.29201188682289
"515","FMTeam","Implicit Asian American Bias","November - 6-months",2,42,NA,NA,NA,NA,NA,NA,0.3466494,0.3466494,0.3466494,0.3466494,0.3466494,0.3466494,0.00771643016666666,0.320449988714877
"516","AbCdEfG","Implicit Asian American Bias","November - 6-months",3,42,NA,NA,NA,NA,NA,NA,0.346416056,0.346416056,0.346416056,0.346416056,0.346416056,0.346416056,0.00779421149999998,0.323680112859143
"517","Imielin","Implicit Asian American Bias","November - 6-months",4,42,NA,NA,NA,NA,NA,NA,0.35,0.35,0.34,0.34,0.345,0.35,0.00909956349999998,0.377889122029719
"518","Polarization Disciples","Implicit Asian American Bias","November - 6-months",5,42,NA,NA,NA,NA,NA,NA,0.356892484,0.355241464,0.354514536,0.354326022,0.356499936,0.354301905,0.00959054466666667,0.398278720058768
"519","Motivation & Emotion","Implicit Asian American Bias","November - 6-months",6,42,NA,NA,NA,NA,NA,NA,0.35529698,0.356816234,0.355204096,0.35631382,0.353839072,0.355857856,0.00961930983333332,0.399473287641784
"520","MLTS","Implicit Asian American Bias","November - 6-months",7,42,NA,NA,NA,NA,NA,NA,0.35586191,0.356881228,0.356788882,0.356696536,0.35660419,0.356511844,0.0100938031666667,0.41917817449073
"521","R4VST9","Implicit Asian American Bias","November - 6-months",8,42,NA,NA,NA,NA,NA,NA,0.35,0.34,0.34,0.33,0.34,0.33,0.0113465361666667,0.471202007667744
"522","Team Social Psychological Skill","Implicit Asian American Bias","November - 6-months",9,42,NA,NA,NA,NA,NA,NA,0.349129124,0.35005037,0.354786997,0.356400144,0.362281773,0.360644558,0.0117083051666667,0.486225648064074
"523","Nigel Mantou Lou","Implicit Asian American Bias","November - 6-months",10,42,NA,NA,NA,NA,NA,NA,0.361181142,0.326671145,0.344783699,0.351051722,0.346479127,0.349729499,0.0121759078333333,0.505644377453174
"524","Broken Mirror Neurons","Implicit Asian American Bias","November - 6-months",11,42,NA,NA,NA,NA,NA,NA,0.35,0.37,0.34,0.34,0.33,0.35,0.0145267665,0.60327146885845
"525","Heather Shimmer","Implicit Asian American Bias","November - 6-months",12,42,NA,NA,NA,NA,NA,NA,0.365,0.365,0.365,0.365,0.365,0.365,0.0157993321666667,0.656118918354443
"526","BlackSwan","Implicit Asian American Bias","November - 6-months",13,42,NA,NA,NA,NA,NA,NA,0.35,0.36,0.37,0.36,0.38,0.37,0.0167903048333333,0.697272297960192
"527","Renegade","Implicit Asian American Bias","November - 6-months",14,42,NA,NA,NA,NA,NA,NA,0.38,0.374,0.378,0.364,0.345,0.374,0.0194867971666667,0.809252957296566
"528","Cynical Belief in the Inexorable Crush of the Wheel","Implicit Asian American Bias","November - 6-months",15,42,NA,NA,NA,NA,NA,NA,0.37,0.37,0.37,0.37,0.37,0.37,0.0203201305,0.843859848241548
"529","Team Blue Skies","Implicit Asian American Bias","November - 6-months",16,42,NA,NA,NA,NA,NA,NA,0.37,0.37,0.37,0.37,0.37,0.37,0.0203201305,0.843859848241548
"530","ForecastSnorecast","Implicit Asian American Bias","November - 6-months",17,42,NA,NA,NA,NA,NA,NA,0.33,0.34,0.35,0.36,0.38,0.36,0.0208149745,0.864409863052882
"531","scaled-humanity","Implicit Asian American Bias","November - 6-months",18,42,NA,NA,NA,NA,NA,NA,0.3622085,0.3593015,0.37993025,0.3783589,0.37278041,0.3712091,0.0209515738333333,0.870082596931071
"532","adamman","Implicit Asian American Bias","November - 6-months",19,42,NA,NA,NA,NA,NA,NA,0.329429316,0.326176699,0.344248725,0.380917125,0.352270858,0.348703947,0.0211545061666667,0.878510025485724
"533","Hi5","Implicit Asian American Bias","November - 6-months",20,42,NA,NA,NA,NA,NA,NA,0.35,0.36,0.37,0.38,0.38,0.38,0.0217903048333333,0.904913643630081
"534","Tosbik","Implicit Asian American Bias","November - 6-months",21,42,NA,NA,NA,NA,NA,NA,0.34,0.35,0.33,0.32,0.31,0.31,0.0230132028333333,0.955698480897484
"535","Lotus","Implicit Asian American Bias","November - 6-months",22,42,NA,NA,NA,NA,NA,NA,0.35,0.35,0.33,0.31,0.31,0.3,0.0246798695,1.02491226278745
"536","Dragon","Implicit Asian American Bias","November - 6-months",23,42,NA,NA,NA,NA,NA,NA,0.36,0.37,0.38,0.38,0.38,0.38,0.0253201305,1.05150119391144
"537","datamodelers","Implicit Asian American Bias","November - 6-months",24,42,NA,NA,NA,NA,NA,NA,0.3249689,0.2990609,0.3338146,0.359657,0.3257625,0.3115362,0.0279809305,1.16199961242312
"538","Average Joes","Implicit Asian American Bias","November - 6-months",25,42,NA,NA,NA,NA,NA,NA,0.38,0.38,0.38,0.38,0.38,0.38,0.0303201305,1.25914253958132
"539","LongerSquigglyLines","Implicit Asian American Bias","November - 6-months",26,42,NA,NA,NA,NA,NA,NA,0.378888,0.334726,0.339738,0.391988,0.387662,0.363785,0.0306546335,1.27303387019145
"540","NotGreatWithNamesTeam","Implicit Asian American Bias","November - 6-months",27,42,NA,NA,NA,NA,NA,NA,0.318796,0.318796,0.318796,0.318796,0.318796,0.318796,0.0308838695,1.28255364449464
"541","WQXZ","Implicit Asian American Bias","November - 6-months",28,42,NA,NA,NA,NA,NA,NA,0.38333,0.38333,0.38333,0.38333,0.38333,0.38333,0.0336501305,1.39743167579747
"542","MORDEAUX Team","Implicit Asian American Bias","November - 6-months",29,42,NA,NA,NA,NA,NA,NA,0.39,0.39,0.4,0.37,0.37,0.39,0.0353201305,1.46678388525121
"543","Heisenburg","Implicit Asian American Bias","November - 6-months",30,42,NA,NA,NA,NA,NA,NA,0.395405333970574,0.364075597963942,0.365747359247622,0.401363095694836,0.399738615071612,0.382545292369007,0.0353627614703915,1.46855427566307
"544","fearfulastra","Implicit Asian American Bias","November - 6-months",31,42,NA,NA,NA,NA,NA,NA,0.3692928169,0.3660438601,0.3926900134,0.4089203584,0.395477622,0.3843415373,0.03644783185,1.51361537041676
