,X,ResponseId,phase,team_name,domain,counterfact,othercounter,Participant.s.Previous.Response,Presence.of.Counterfactual.OT,Presence.of.Counterfactual.HK,Agreement_Presence_1,Presence.of.Counterfactual.1.OT,Presence.of.Counterfactual..1.HK,Agreement_Presence_2,CounterFactual_Presence_Final,counterNum,COVID.19.OT,COVID.19.HK,Agreement_COVID_1,COVID.19..2.OT,COVID.19.2.HK,Agreement_COVID_2,COVID.Final,Onus.OT,Onus.HK,Onus_Agreement_1,Onus.2.OT,Onus.2.HK,Onus_Agreement_2,Onus.Final,Flagged.OT,Flagged.HK,Comments.OT,Comments.HK
562,568,R_1r6qK3o2dVgJtdY,2,Lotus,iasian,None. I don't think any specific events over the last 6 months would have changed these scores.,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
563,569,R_1r6qK3o2dVgJtdY,2,Lotus,easian,The only counterfactual that would likely have altered explicit Asian American bias is a heating conflict with China or if an independent investigation was conducted that suggested China was complicit in the spread of COVID-19.,NA,NA,1,1,0,NA,NA,NA,1,2,1,2,1,NA,NA,NA,2,1,1,0,NA,NA,NA,1,NA,NA,NA,NA
564,570,R_1r6qK3o2dVgJtdY,2,Lotus,iafric,It is unlikely that counterfactuals of any kind would dramatically alter implicit bias scores of this kind.,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
565,571,R_1r6qK3o2dVgJtdY,2,Lotus,eafric,"The death of George Floyd and other African American men and women on video certainly impacted explicit African American bias. Such incidents and the response to it have led to increased conversations about racism and greater organization changes across the country. Such changes can alter how willing people are to express bias toward African Americans, and in some cases, alter their biases internally. However, it is also possible that among others, the reactions to police brutality including calls to defund the police have backfired in circles leading people to become more hostile, but it is hard to know if this would impact explicit expressions.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
566,572,R_1r6qK3o2dVgJtdY,2,Lotus,igend,None.,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
567,573,R_1r6qK3o2dVgJtdY,2,Lotus,egend,The only counterfactual I can think of is if Kamala Harris did not become the first female VP of the country. Such an unsuccessful outcome may have sustained explicit stereotypes in the same direction.,NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
568,574,R_2Yt4TCEY9eEvpNP,2,savvy time traveler,lifesat,"If vaccines were invented and distributed, life satisfaction probably would have been higher.",NA,NA,1,1,0,NA,NA,NA,1,1,2,0,1,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
569,575,R_2Yt4TCEY9eEvpNP,2,savvy time traveler,negaffect,"If vaccines were invented and distributed, affect would have been more positive.",NA,NA,1,1,0,NA,NA,NA,1,1,2,0,1,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
570,576,R_2Yt4TCEY9eEvpNP,2,savvy time traveler,posaffect,"If vaccines were invented and distributed, affect would have been more positive.",NA,NA,1,1,0,NA,NA,NA,1,1,2,0,1,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
571,577,R_12r2krWZSlklXM1,2,Polarization Disciples,lifesat,"Our approach is independent of specific events but our forecast would have been shaped by different events, because it may have produced (a) different data points used in our models and (b) different crowdsourced ratings.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
572,578,R_12r2krWZSlklXM1,2,Polarization Disciples,negaffect,"Our approach is independent of specific events but our forecast would have been shaped by different events, because it may have produced (a) different data points used in our models and (b) different crowdsourced ratings.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
573,579,R_12r2krWZSlklXM1,2,Polarization Disciples,posaffect,"Our approach is independent of specific events but our forecast would have been shaped by different events, because it may have produced (a) different data points used in our models and (b) different crowdsourced ratings.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
574,580,R_12r2krWZSlklXM1,2,Polarization Disciples,ideoldem,"Our approach is independent of specific events but our forecast would have been shaped by different events, because it may have produced (a) different data points used in our models and (b) different crowdsourced ratings.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
575,581,R_12r2krWZSlklXM1,2,Polarization Disciples,ideolrep,"Our approach is independent of specific events but our forecast would have been shaped by different events, because it may have produced (a) different data points used in our models and (b) different crowdsourced ratings.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
576,582,R_12r2krWZSlklXM1,2,Polarization Disciples,polar,"Our approach is independent of specific events but our forecast would have been shaped by different events, because it may have produced (a) different data points used in our models and (b) different crowdsourced ratings.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
577,583,R_12r2krWZSlklXM1,2,Polarization Disciples,iasian,"Our approach is independent of specific events but our forecast would have been shaped by different events, because it may have produced (a) different data points used in our models and (b) different crowdsourced ratings.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
578,584,R_12r2krWZSlklXM1,2,Polarization Disciples,easian,"Our approach is independent of specific events but our forecast would have been shaped by different events, because it may have produced (a) different data points used in our models and (b) different crowdsourced ratings.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
579,585,R_12r2krWZSlklXM1,2,Polarization Disciples,iafric,"Our approach is independent of specific events but our forecast would have been shaped by different events, because it may have produced (a) different data points used in our models and (b) different crowdsourced ratings.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
580,586,R_12r2krWZSlklXM1,2,Polarization Disciples,eafric,"Our approach is independent of specific events but our forecast would have been shaped by different events, because it may have produced (a) different data points used in our models and (b) different crowdsourced ratings.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
581,587,R_12r2krWZSlklXM1,2,Polarization Disciples,igend,"Our approach is independent of specific events but our forecast would have been shaped by different events, because it may have produced (a) different data points used in our models and (b) different crowdsourced ratings.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
582,588,R_12r2krWZSlklXM1,2,Polarization Disciples,egend,"Our approach is independent of specific events but our forecast would have been shaped by different events, because it may have produced (a) different data points used in our models and (b) different crowdsourced ratings.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
583,589,R_RVrlMjMv0dfTgl3,2,The Frugal Few,lifesat,"Our keys are primarily based on fixed or seasonal factors that would not be impacted by spurious events (e.g. calendar events). That said, counterfactuals that would impact the economy or the  COVID-19 daily death rate would impact these keys.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
584,590,R_RVrlMjMv0dfTgl3,2,The Frugal Few,polar,"Our keys are primarily based on fixed or seasonal factors that would not be impacted by spurious events (e.g. calendar events). That said, counterfactuals that would impact the economy or the  COVID-19 daily death rate would impact these keys.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,1,NA,NA,NA
585,591,R_xrBZgorqiPvWEvf,2,The Causal Lab,lifesat,"Donnie winning re-election would have not created as much of a decline in Life Satisfaction because fewer COVID restrictions would be put in place during 2021. Also, if states hadn't locked down either during that time we would have a different adjustment to the forecast.",NA,NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
586,592,R_xrBZgorqiPvWEvf,2,The Causal Lab,negaffect,Donnie presidency would have created more negative affect and less positive affect. It also would have exacerbated the affect response to COVID.,NA,NA,1,1,0,NA,NA,NA,1,1,1,2,1,NA,NA,NA,2,1,0,1,NA,NA,NA,1,NA,NA,NA,NA
587,593,R_xrBZgorqiPvWEvf,2,The Causal Lab,posaffect,Donnie presidency would have created more negative affect and less positive affect. It also would have exacerbated the affect response to COVID.,NA,NA,1,1,0,NA,NA,NA,1,1,1,2,1,NA,NA,NA,2,1,0,1,NA,NA,NA,1,NA,NA,NA,NA
588,594,R_1eXBxFsPqmbz1YG,2,ms607,lifesat,stricter confinement measures introduced by the government in summer 2020 would have led to lower infection/death rate,NA,NA,1,1,0,NA,NA,NA,1,1,2,2,0,NA,NA,NA,2,0,1,1,NA,NA,NA,1,NA,NA,NA,NA
589,595,R_1eXBxFsPqmbz1YG,2,ms607,negaffect,"US presidential election. If Trump would have won, infection rates would have increased more drastically",NA,NA,1,1,0,NA,NA,NA,1,1,1,0,1,NA,NA,NA,1,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
590,596,R_1eXBxFsPqmbz1YG,2,ms607,posaffect,"US presidential election. If Trump would have won, infection rates would have increased more drastically",NA,NA,1,1,0,NA,NA,NA,1,1,1,0,1,NA,NA,NA,1,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
591,597,R_1eXBxFsPqmbz1YG,2,ms607,polar,"US presidential election. If Trump had won, there would have been more infections",NA,NA,1,1,0,NA,NA,NA,1,1,1,0,1,NA,NA,NA,1,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
592,598,R_1eXBxFsPqmbz1YG,2,ms607,iasian,"US presidential elections. If Trump had won, there would have been a greater bias against Asians and infection rate would have been higher",NA,NA,1,1,0,NA,NA,NA,1,1,1,0,1,NA,NA,NA,1,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
593,599,R_PStmFDcQJH3bOkp,2,teamGreenLake,lifesat,"We believe that the most important events in the given timeframe were the COVID-19 pandemic and the 2020 presidential election in the U.S. We deem likely that if the social distancing measures were introduced even later and/or the election results would turn out differently, this could probably lead to different projections of the given variable for the next 12 months.",NA,NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
594,600,R_PStmFDcQJH3bOkp,2,teamGreenLake,negaffect,"We believe that the most important events in the given timeframe were the COVID-19 pandemic and the 2020 presidential election in the U.S. We deem likely that if the social distancing measures were introduced even later and/or the election results would turn out differently, this could probably lead to different projections of the given variable for the next 12 months. So this counterfactual reality is based on 2 counterfactual events:  Counterfactual 1: Social distancing measures were introduced a month or two later. This would probably have a devastating effect on the prospects of flattening the curve of active COVID-19 cases in the U.S., with a wide societal, economic negative impacts (indicated by negative and positive affect on social media).   Counterfactual 2: Trump won the 2020 presidential election. Continuing disintegrative societal processes through increasing polarization and poor COVID-19 management.",NA,NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
595,601,R_PStmFDcQJH3bOkp,2,teamGreenLake,posaffect,"We believe that the most important events in the given timeframe were the COVID-19 pandemic and the 2020 presidential election in the U.S. We deem likely that if the social distancing measures were introduced even later and/or the election results would turn out differently, this could probably lead to different projections of the given variable for the next 12 months. So this counterfactual reality is based on 2 counterfactual events:  Counterfactual 1: Social distancing measures were introduced a month or two later. This would probably have a devastating effect on the prospects of flattening the curve of active COVID-19 cases in the U.S., with a wide societal, economic negative impacts (indicated by negative and positive affect on social media).   Counterfactual 2: Trump won the 2020 presidential election. Continuing disintegrative societal processes through increasing polarization and poor COVID-19 management.",NA,NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
596,602,R_PStmFDcQJH3bOkp,2,teamGreenLake,ideoldem,"We don’t see any such counterfactual event that could lead to markedly different projections regarding the political ideology variables. We believe this variable has shown to be very stable over time, lacking any significant systematic fluctuations.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
597,603,R_PStmFDcQJH3bOkp,2,teamGreenLake,ideolrep,"We don’t see any such counterfactual event that could lead to markedly different projections regarding the political ideology variables. We believe this variable has shown to be very stable over time, lacking any significant systematic fluctuations.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
598,604,R_PStmFDcQJH3bOkp,2,teamGreenLake,polar,"We believe that the most important events in the given timeframe were the COVID-19 pandemic and the 2020 presidential election in the U.S. We deem likely that if the election results would turn out differently, this could probably lead to different projections of the given variable for the next 12 months.  Counterfactual: Trump won the 2020 presidential election. Continuing disintegrative societal processes through increasing polarization and poor COVID-19 management.",NA,NA,1,1,0,NA,NA,NA,1,1,2,2,0,NA,NA,NA,2,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
599,605,R_1C8bivLs27HqufB,2,5casters,lifesat,"The presidential elections. Had the elections taken place earlier, and assuming the results are the same as the current outcome, the trajectory of life satisfaction scores that were predicted might have seen a quicker recovery.","Another counterfactual event that could be important to the present forecast would be the duration of stayhome orders for the various states in the US.   Most states ended their stayhome orders by May. However, had it been extended further or had another lockdown been issued, levels of isolation may have gone up for most of the respondents to the life satisfaction survey and we predict that it would have resulted in further civil unrest and a dampening of current forecasted trajectory.",NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
600,606,R_1C8bivLs27HqufB,2,5casters,negaffect,"The presidential elections declared the democrats as the next ruling party. If ex-president Donald Trump was elected instead, affect points would have been significantly impacted. As ex-president Donald Trump is an active user on Twitter, gaining much attention whenever he posts, our present forecast would have fluctuated more if his presidency was announced instead during the elections.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
601,607,R_1C8bivLs27HqufB,2,5casters,posaffect,"The presidential elections declared the democrats as the next ruling party. If ex-president Donald Trump was elected instead, affect points would have been significantly impacted. As ex-president Donald Trump is an active user on Twitter, gaining much attention whenever he posts, our present forecast would have fluctuated more if his presidency was announced instead during the elections.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
602,608,R_9vigM8FXwIj8SQh,2,The Oracles of Delphi,polar,"If social distancing practices would have been implemented in February, Trump might have won the election, which would have led to different political polarization outcomes.",Stimulus Package Discussions in Congress During the Summer.,NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
603,609,R_1DCt6RITERdazvU,2,Goldensaber,polar,Trump winning the election instead of Biden.,NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
604,610,R_2SjY0h0Lfi1S529,2,MORDEAUX Team,iasian,none,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
605,611,R_2SjY0h0Lfi1S529,2,MORDEAUX Team,iafric,none,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
606,612,R_2SjY0h0Lfi1S529,2,MORDEAUX Team,igend,none,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
607,613,R_3ht1EyIr80cL8Wu,2,Northstar,lifesat,"If stronger pandemic rules were implemented at some point (many, not just one) and this had an effect on the pandemic prevalence recently, then that would have impacted my forecasts. The Nov federal election was considered, but ultimately this did not affect forecasts substantially for well-being.",NA,NA,1,1,0,NA,NA,NA,1,1,2,2,0,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
608,614,R_3ht1EyIr80cL8Wu,2,Northstar,negaffect,"If stronger pandemic rules were implemented at some point (many, not just one) and this had an effect on the pandemic prevalence recently, then that would have impacted my forecasts. The Nov federal election was considered, but ultimately this did not affect forecasts substantially for well-being.",NA,NA,1,1,0,NA,NA,NA,1,1,2,2,0,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
609,615,R_3ht1EyIr80cL8Wu,2,Northstar,posaffect,"If stronger pandemic rules were implemented at some point (many, not just one) and this had an effect on the pandemic prevalence recently, then that would have impacted my forecasts. The Nov federal election was considered, but ultimately this did not affect forecasts substantially for well-being.",NA,NA,1,1,0,NA,NA,NA,1,1,2,2,0,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
610,616,R_3ht1EyIr80cL8Wu,2,Northstar,eafric,"If many of the deaths related to the BLM movement were not sufficiently documented, it is possible they may have had less an impact on the popularity of the protest movement.","If the covd-19 virus was different  (e.g., more dangerous) and it prevented or reduced people from protesting as much",NA,1,1,0,NA,NA,NA,1,2,1,2,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
611,617,R_2XpNNLfMXeMPoGu,2,UhZettHa,lifesat,stronger lockdown policies early in the pandemic,no change in policital leadership,NA,1,1,0,NA,NA,NA,1,2,2,0,1,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
612,618,R_3iyQQpwt0SLeyLG,2,Lady in Black,lifesat,Faster and more effective measures to control the spread of COVID early on would have increased life satisfaction by decreasing the necessity of the stronger countermeasures now.,NA,NA,1,1,0,NA,NA,NA,1,1,2,2,0,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
613,619,R_3iyQQpwt0SLeyLG,2,Lady in Black,negaffect,"Earlier, faster and more effect containment measures for COVID would have eliminated the spread of the virus, and this the need for all the containment measures that cause negative affect, and reduce positive affect.",NA,NA,1,1,0,NA,NA,NA,1,1,2,2,0,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
614,620,R_3iyQQpwt0SLeyLG,2,Lady in Black,posaffect,"Earlier, faster and more effect containment measures for COVID would have eliminated the spread of the virus, and this the need for all the containment measures that cause negative affect, and reduce positive affect.",NA,NA,1,1,0,NA,NA,NA,1,1,2,2,0,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
615,621,R_3iyQQpwt0SLeyLG,2,Lady in Black,ideoldem,"A different candidate for the presidential race (Bernie Sanders, AOC, ...) who is more left-leaning. Such a candidate, if she had won, would bring about a different trajectory for the Democrats. And if she had lost, a different trajectory for the Republicans.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
616,622,R_3iyQQpwt0SLeyLG,2,Lady in Black,ideolrep,"A different candidate for the presidential race (Bernie Sanders, AOC, ...) who is more left-leaning. Such a candidate, if she had won, would bring about a different trajectory for the Democrats. And if she had lost, a different trajectory for the Republicans.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
617,623,R_3iyQQpwt0SLeyLG,2,Lady in Black,polar,"A different candidate for the presidential race (Bernie Sanders, AOC, ...) who is more left-leaning. Such a candidate, if she had won, would bring about a different trajectory for the Democrats. And if she had lost, a different trajectory for the Republicans.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
618,624,R_3iyQQpwt0SLeyLG,2,Lady in Black,igend,Passing of a legally mandated quota of at least 45% representation of male and female board members/C-suite executives in all US companies (of a certain size),NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
619,625,R_3iyQQpwt0SLeyLG,2,Lady in Black,egend,Passing of a legally mandated quota of at least 45% representation of male and female board members/C-suite executives in all US companies (of a certain size),NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
620,626,R_30pmklDspYwSROq,2,The Nowcast,ideoldem,Systematic distribution of a Covid-19 vaccine.,NA,NA,1,1,0,NA,NA,NA,1,1,2,0,1,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
621,627,R_30pmklDspYwSROq,2,The Nowcast,ideolrep,Systematic distribution of a Covid-19 vaccine.,NA,NA,1,1,0,NA,NA,NA,1,1,2,0,1,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
622,628,R_30pmklDspYwSROq,2,The Nowcast,polar,NA.,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
623,629,R_3kgDlG1MSCp7LTK,2,The Star,lifesat,"An important counterfactual is early mandate of wearing face covering and practice social distancing. If these measures were to be in place early in April 2020, it would significantly slow the progression COVID-19 cases and in turn, increase life satisfaction and positive affect, and decrease negative affect.","If the White House were to put more trust in science and reliance on public health experts, there would have been slower progression of COVID-19 cases.",NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,1,1,0,NA,NA,NA,1,NA,NA,NA,NA
624,630,R_3kgDlG1MSCp7LTK,2,The Star,negaffect,"An important counterfactual is early mandate of wearing face covering and practice social distancing. If these measures were to be in place early in April 2020, it would significantly slow the progression COVID-19 cases and increase positive affect and decrease negative affect.","If the Federal government were to put more trust in science and reliance on public health experts, there would have been slower progression of COVID-19 cases.",NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,1,1,0,NA,NA,NA,1,NA,NA,NA,NA
625,631,R_3kgDlG1MSCp7LTK,2,The Star,posaffect,"An important counterfactual is early mandate of wearing face covering and practice social distancing. If these measures were to be in place early in April 2020, it would significantly slow the progression COVID-19 cases and increase positive affect and decrease negative affect.","If the Federal government were to put more trust in science and reliance on public health experts, there would have been slower progression of COVID-19 cases.",NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,1,1,0,NA,NA,NA,1,NA,NA,NA,NA
626,632,R_1jK9VRFbirtUZgH,2,Waterloo Purple Jackets,lifesat,"The life satisfaction during the recession of 2008 could be relevant and trajectories can be extracted from that event and used as extra input for the prediction. However, we finally decided not to use that at this stage.  The effect of implemented policies can be considered as other counterfactuals as one can make predictions based on the expected consequence of each. For example, the US closed the borders earlier. The US enforced individual isolation at the airport. The US suggested wearing masks earlier, etc.",the life satisfaction during recession of 2008,NA,1,1,0,NA,NA,NA,1,3,2,0,1,NA,NA,NA,2,0,1,1,NA,NA,NA,1,NA,NA,NA,NA
627,633,R_tVYUPezVI8kRnVL,2,CarrNCUSA,lifesat,"The election, the worsening of the pandemic",NA,NA,1,0,1,NA,NA,NA,0,2,1,0,1,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
628,634,R_tVYUPezVI8kRnVL,2,CarrNCUSA,ideoldem,the election,NA,NA,1,0,1,NA,NA,NA,0,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
629,635,R_tVYUPezVI8kRnVL,2,CarrNCUSA,ideolrep,the election,NA,NA,1,0,1,NA,NA,NA,0,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
630,636,R_2VC2TaYnGZY78aX,2,Erebuni,ideoldem,"If Trump had won the election, Republican support might have been more than support for Democrats.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
631,637,R_2VC2TaYnGZY78aX,2,Erebuni,ideolrep,"If Trump had won the election, Republican support might have been more than support for Democrats.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
632,638,R_2VC2TaYnGZY78aX,2,Erebuni,easian,"If Trump had won the election, explicit Asian-American bias would might have continued to increase. Stricter social distancing measures and compliance of these measures would have positively influenced the pandemic’s trajectory (lower deaths and cases), and such a scenario could have checked explicit bias toward Asian-Americans.",NA,NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
633,639,R_3PKXuOvhlYlsMEQ,2,Motivation & Emotion,lifesat,"The reelection of President Donald Trump in November 2020, Black Lives Matter Movement 2020 (May 2020)",NA,NA,1,1,0,NA,NA,NA,1,2,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
634,640,R_3PKXuOvhlYlsMEQ,2,Motivation & Emotion,negaffect,"The reelection of President Donald Trump in November 2020, Black Lives Matter Movement 2020 (May 2020)",NA,NA,1,1,0,NA,NA,NA,1,2,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
635,641,R_3PKXuOvhlYlsMEQ,2,Motivation & Emotion,posaffect,"The reelection of President Donald Trump in November 2020, Black Lives Matter Movement 2020 (May 2020)",NA,NA,1,1,0,NA,NA,NA,1,2,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
636,642,R_3PKXuOvhlYlsMEQ,2,Motivation & Emotion,polar,"The reelection of President Donald Trump in November 2020, Black Lives Matter Movement 2020 (May 2020)","The reelection of President Donald Trump in November 2020, Black Lives Matter Movement 2020 (May 2020)",NA,1,1,0,NA,NA,NA,1,2,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
637,643,R_3PKXuOvhlYlsMEQ,2,Motivation & Emotion,iasian,"The reelection of President Donald Trump in November 2020, Black Lives Matter Movement 2020 (May 2020)",NA,NA,1,1,0,NA,NA,NA,1,2,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
638,644,R_3PKXuOvhlYlsMEQ,2,Motivation & Emotion,iafric,"The reelection of President Donald Trump in November 2020, Black Lives Matter Movement 2020 (May 2020)","The reelection of President Donald Trump in November 2020, Black Lives Matter Movement 2020 (May 2020)",NA,1,1,0,NA,NA,NA,1,2,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
639,645,R_274pH65DB58wOKa,2,Hi5,lifesat,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
640,646,R_274pH65DB58wOKa,2,Hi5,negaffect,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
641,647,R_274pH65DB58wOKa,2,Hi5,posaffect,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
642,648,R_274pH65DB58wOKa,2,Hi5,ideoldem,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
