"","ResponseId","phase","domain","model","theory","parameters","numpred","covidcondyn","covidmeas","coviddesc"
"264","R_3G7H7ETfkJCYd3T",1,"igend","We used a set of state-of-the-art time series forecasting models, namely; exponential smoothing model (ETS), Autoregressive Integrated Moving Average (ARIMA), and Theta model to forecast the future observations and we finally ensembled their forecasts together. These models are widely used by the practitioners forecasting practitioners. All these models are data-driven models, meaning the forecasts are generated based on the past observations of the time series.","N/A","No additional variables were used. A combination of forecasts is computed, giving equal weights to each forecasting method (ETS, ARIMA, and Theta)
",NA,0,NA,NA
"265","R_3G7H7ETfkJCYd3T",2,"igend","A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year.","None ","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1.  ",1,1,3,"The COVID-19 does not have a direct impact on the implicit Gender Career Bias (may be indirect relationship) "
"266","R_3G7H7ETfkJCYd3T",1,"lifesat","We used a set of state-of-the-art time series forecasting models, namely; exponential smoothing model (ETS), Autoregressive Integrated Moving Average (ARIMA), and Theta model to forecast the future observations and we finally ensembled their forecasts together. These models are widely used by the practitioners forecasting practitioners. All these models are data-driven models, meaning the forecasts are generated based on the past observations of the time series.","N/A","No additional variables were used. A combination of forecasts is computed, giving equal weights to each forecasting method (ETS, ARIMA, and Theta)",NA,0,NA,NA
"267","R_3G7H7ETfkJCYd3T",2,"lifesat","A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as a indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year.","None","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as a indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ",1,1,3,"The COVID-19 has a direct impact on the overall life satisfaction rate"
"268","R_3G7H7ETfkJCYd3T",1,"negaffect","We used a set of state-of-the-art time series forecasting models, namely; exponential smoothing model (ETS), Autoregressive Integrated Moving Average (ARIMA), and Theta model to forecast the future observations and we finally ensembled their forecasts together. These models are widely used by the practitioners forecasting practitioners. All these models are data-driven models, meaning the forecasts are generated based on the past observations of the time series.","N/A","No additional variables were used. A combination of forecasts is computed, giving equal weights to each forecasting method (ETS, ARIMA, and Theta)
",NA,0,NA,NA
"269","R_3G7H7ETfkJCYd3T",2,"negaffect","A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. ","None","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ",1,1,3,"The COVID-19 has a direct impact on the affect on Social Media"
"270","R_3G7H7ETfkJCYd3T",1,"polar","We used a set of state-of-the-art time series forecasting models, namely; exponential smoothing model (ETS), Autoregressive Integrated Moving Average (ARIMA), and Theta model to forecast the future observations and we finally ensembled their forecasts together. These models are widely used by the practitioners forecasting practitioners. All these models are data-driven models, meaning the forecasts are generated based on the past observations of the time series.","N/A","No additional variables were used. A combination of forecasts is computed, giving equal weights to each forecasting method (ETS, ARIMA, and Theta)",NA,0,NA,NA
"271","R_3G7H7ETfkJCYd3T",2,"polar","A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year.","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ","The existence of COVID19 virus in a given year",1,1,3,"The COVID-19 has a direct impact on the overall political polarization"
"272","R_3G7H7ETfkJCYd3T",1,"posaffect","We used a set of state-of-the-art time series forecasting models, namely; exponential smoothing model (ETS), Autoregressive Integrated Moving Average (ARIMA), and Theta model to forecast the future observations and we finally ensembled their forecasts together. These models are widely used by the practitioners forecasting practitioners. All these models are data-driven models, meaning the forecasts are generated based on the past observations of the time series.","N/A","No additional variables were used. A combination of forecasts is computed, giving equal weights to each forecasting method (ETS, ARIMA, and Theta)
",NA,0,NA,NA
"273","R_3G7H7ETfkJCYd3T",2,"posaffect","A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. ","None","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ",1,1,3,"The COVID-19 has a direct impact on the affect on Social Media"
"274","R_3j7K6Ger5hGCVIr",1,"lifesat","First of all, it looks like your claim that ""twitter-based estimates closely follow nationally representative polls"" is exaggerated, as the link you made available shows decline of about 10% of LS whereas twitter data show about 3% increase. I based my forecast on expected prolonged economic hit due to extended lockdowns as well as trends from the polls (not twitter).","I assumed that expected & prolonged economic difficulties in the post-covid world will have strong influence on life satisfaction in the mid term.","expected challenges in the economy",1,0,NA,NA
"275","R_3lzeKBOZqIExUsr",1,"easian",NA,NA,NA,1,1,NA,NA
"276","R_3lzeKBOZqIExUsr",1,"iasian",NA,NA,NA,NA,NA,NA,NA
"277","R_3lzeKBOZqIExUsr",1,"lifesat",NA,NA,NA,NA,NA,NA,NA
"278","R_3lzeKBOZqIExUsr",1,"polar",NA,NA,NA,1,1,NA,"I think it would increase the polarization. "
"279","R_3MFIxk2p3fJmFfz",1,"negaffect",NA,NA,"Election campaign may exacerbate negative social media messages - denunciation of opposite party, ad hominem attacks, outrage",NA,0,NA,NA
"280","R_3MFIxk2p3fJmFfz",1,"posaffect",NA,NA,"Election campaign may exacerbate negative social media messages - denunciation of opposite party, ad hominem attacks, outrage",NA,0,NA,NA
"281","R_3nJlV17e4so1J8U",1,"iafric","I noted a cyclic pattern so I fit a sinusoidal curve with a period of 365 days","none","none",0,0,NA,NA
"282","R_3nJlV17e4so1J8U",1,"ideoldem","Time series model","1. COVID will have no effect on political ideology
2. political ideology temporarily spikes when there is a partisan event (election, impeachment)
3. political ideology is generally on the rise","none",0,0,NA,NA
"283","R_3nJlV17e4so1J8U",1,"ideolrep","Time series model","1. COVID will have no effect on political ideology
2. political ideology temporarily spikes when there is a partisan event (election, impeachment)
3. political ideology is generally on the rise","none",0,0,NA,NA
"284","R_3nJlV17e4so1J8U",1,"lifesat","Time series linear regression model","Hedonic adaptation. Use the 2009 great recession to estimate the depth and length of temporary dip in Cantril Ladder scores.",NA,0,0,NA,NA
"285","R_3nJlV17e4so1J8U",1,"polar","I observed polarization data going back to 2010 and noticed that it's generally increased over the Obama years and that increase has been even faster under Trump. I also notices spikes around the general elections. I modelled the next year as a continuation of the Trump trend with a spike that averages the two spikes for the '12 and '16 elections.","none","none",0,0,NA,NA
"286","R_3oLLtQSJrtOKHZu",1,"eafric","dynamic econometrics model, selection via information criteria and prediction performance
","dynamic linear Gaussian
","we have considered economic variables and past observations
",NA,0,NA,NA
"287","R_3oLLtQSJrtOKHZu",1,"easian","dynamic econometrics model, selection via information criteria and prediction performance
","dynamic linear Gaussian
","we have considered economic variables and past observations
",NA,0,NA,NA
"288","R_3oLLtQSJrtOKHZu",1,"egend","dynamic econometrics model, selection via information criteria and prediction performance
","dynamic linear Gaussian
","we have considered economic variables and past observations
",NA,0,NA,NA
"289","R_3oLLtQSJrtOKHZu",1,"iafric","dynamic econometrics model, selection via information criteria and prediction performance
","dynamic linear Gaussian
","we have considered economic variables and past observations
",NA,0,NA,NA
"290","R_3oLLtQSJrtOKHZu",1,"iasian","dynamic econometrics model, selection via information criteria and prediction performance
","dynamic linear Gaussian
","we have considered economic variables and past observations
",NA,0,NA,NA
"291","R_3oLLtQSJrtOKHZu",1,"ideoldem","dynamic econometrics model, selection via information criteria and prediction performance
","dynamic linear Gaussian
","we have considered economic variables and past observations
",0,0,NA,NA
"292","R_3oLLtQSJrtOKHZu",1,"ideolrep","dynamic econometrics model, selection via information criteria and prediction performance
","dynamic linear Gaussian
","we have considered economic variables and past observations
",0,0,NA,NA
"293","R_3oLLtQSJrtOKHZu",1,"igend","dynamic econometrics model, selection via information criteria and prediction performance
","dynamic linear Gaussian
","we have considered economic variables and past observations
",NA,0,NA,NA
"294","R_3oLLtQSJrtOKHZu",1,"lifesat","dynamic econometrics model, selection via information criteria and prediction performance","dynamic linear Gaussian","we have considered economic variables and past observations",0,0,NA,NA
"295","R_3oLLtQSJrtOKHZu",1,"negaffect","dynamic econometrics model, selection via information criteria and prediction performance
","dynamic linear Gaussian
","we have considered economic variables and past observations
",NA,0,NA,NA
"296","R_3oLLtQSJrtOKHZu",1,"posaffect","dynamic econometrics model, selection via information criteria and prediction performance
","dynamic linear Gaussian
","we have considered economic variables and past observations
",NA,0,NA,NA
"297","R_3Opn01NyerOFmAe",1,"lifesat",NA,"hedonic adaptation","none",NA,0,NA,NA
"298","R_3sig6taL2uqG5wp",1,"ideoldem",NA,NA,"I considered the upcoming election and Covid-19 polarization. However, I felt that it was more likely the pattern would continue than that I could predict a change.",2,0,NA,NA
"299","R_3sig6taL2uqG5wp",1,"ideolrep",NA,NA,"I considered the upcoming election and Covid-19 polarization. However, I felt that it was more likely the pattern would continue than that I could predict a change.",2,0,NA,NA
"300","R_3sig6taL2uqG5wp",1,"lifesat","Sorry, it was a simple calculation","It was based on a very basic understand of life satisfaction research.","I reasoned, do I have cause to believe that this is going to increase or decrease and concluded that it seemed to be likely to remain the same given past research and the fact that COVID-19 is not having much effect on life satisfaction in research I am reading/conducting.",NA,0,NA,NA
"301","R_3sig6taL2uqG5wp",1,"negaffect",NA,"No theory was used. ","None",NA,0,NA,NA
"302","R_3sig6taL2uqG5wp",1,"posaffect",NA,"No theory was used. ","None",NA,0,NA,NA
"303","R_3xSl0TOpZc67Tpv",1,"eafric",NA,"-","-",NA,0,NA,NA
"304","R_3xSl0TOpZc67Tpv",1,"easian",NA,"-","-",NA,0,NA,NA
"305","R_3xSl0TOpZc67Tpv",1,"egend",NA,"-","-",NA,0,NA,NA
"306","R_3xSl0TOpZc67Tpv",1,"iafric",NA,"-","-",NA,0,NA,NA
"307","R_3xSl0TOpZc67Tpv",1,"iasian",NA,"-","-",NA,0,NA,NA
"308","R_3xSl0TOpZc67Tpv",1,"ideoldem",NA,"-","-",NA,0,NA,NA
"309","R_3xSl0TOpZc67Tpv",1,"ideolrep",NA,"-","-",NA,0,NA,NA
"310","R_3xSl0TOpZc67Tpv",1,"igend",NA,"-","-",NA,0,NA,NA
"311","R_3xSl0TOpZc67Tpv",1,"lifesat","Suddent drop due to COVID-19 down to 6.0 (judgmental - UJ) and then regressing back to the mean and trend within a year. ES with drift model","-","Sudden  drop due to COVID-19",1,0,NA,NA
"312","R_3xSl0TOpZc67Tpv",1,"negaffect",NA,"-","-",NA,0,NA,NA
"313","R_3xSl0TOpZc67Tpv",1,"polar",NA,"-","-",NA,0,NA,NA
"314","R_3xSl0TOpZc67Tpv",1,"posaffect",NA,"-","-",NA,0,NA,NA
"315","R_8GHjs56dMRoZxmx",1,"eafric","Simple combination of univariate time series forecasting models",NA,NA,NA,0,NA,NA
"316","R_8GHjs56dMRoZxmx",1,"easian","Simple combination of univariate time series forecasting models",NA,NA,NA,0,NA,NA
"317","R_8GHjs56dMRoZxmx",1,"egend",NA,NA,NA,NA,0,NA,NA
"318","R_8GHjs56dMRoZxmx",1,"iafric","Simple combination of univariate time series forecasting models",NA,NA,NA,0,NA,NA
"319","R_8GHjs56dMRoZxmx",1,"iasian","Simple combination of univariate time series forecasting models
",NA,NA,NA,0,NA,NA
"320","R_8GHjs56dMRoZxmx",1,"ideoldem","Simple combination of univariate time series forecasting models",NA,NA,NA,0,NA,NA
"321","R_8GHjs56dMRoZxmx",1,"ideolrep","Simple combination of univariate time series forecasting models",NA,NA,NA,0,NA,NA
"322","R_8GHjs56dMRoZxmx",1,"igend","Simple combination of univariate time series forecasting models",NA,NA,NA,0,NA,NA
"323","R_8GHjs56dMRoZxmx",1,"lifesat","Simple combination of univariate time series forecasting models",NA,NA,NA,0,NA,NA
"324","R_8GHjs56dMRoZxmx",1,"negaffect","Simple combination of univariate time series forecasting models",NA,NA,NA,0,NA,NA
"325","R_8GHjs56dMRoZxmx",1,"posaffect","Simple combination of univariate time series forecasting models",NA,NA,NA,0,NA,NA
"326","R_cD94fLrgJK1053j",1,"polar",NA,"assumed that polarization over the next year would follow the same trend as observed leading up to 2016 election and after the election (regardless of who wins)",NA,NA,0,NA,NA
"327","R_cD94fLrgJK1053j",2,"polar",NA,"general intuition of human behavior and politics","'- expected approval and distribution of COVID-19 vaccine are predicted to (slightly) lower political polarization - historical trends show a decrease in political polarization when a new president (change in political leadership) takes office that typically lasts for a couple months - Georgia Senator elections are predicted to increase polarization",3,0,NA,NA
"328","R_DAEDt5Ai3qF481z",1,"lifesat",NA,"The forecast is based on the phenomenon of hedonic adaptation, by which people tend to rever to their baseline level of happiness after a significant event, such as the Covid-19 pandemic. ","I also considered the probability that the recession would not be worse a year from now. While this is quite uncertain, I have assumed that a year from now the economic situation will be better, not worse. ",1,1,2,NA
"329","R_p6uyrcToHpWqW0p",1,"lifesat",NA,NA,NA,4,1,2,"My forecast is about Russia, not the US. I am not familiar with the situation in the US"
"330","R_WASIBllES8jF0t3",1,"iasian","We did not apply any algorithms or models. 
We predicted based on the visual pattern of the previous years and potential future events. ",NA,NA,1,1,2,"Since COVID19 started from East Asia, we believe the trajectories of the confirmed cases and deaths will linearly affect people's implicit Asian-American bias. "
"331","R_WASIBllES8jF0t3",2,"iasian",NA,NA,"We did not run any formal analysis but considered the number of covid19 confirmed cases, the number of covid19 related deaths, and the election result. ",1,1,2,"We thought that a certain proportion of people could attribute the covid19 related negative issues to Asian-Americans (or Asian in general). "
"332","R_WBbdNjHbVRZjNuh",1,"ideoldem","Time series regression that identified average paths of republican/democratic support leading up to an election, relative to recent past - and unconditional averages.","NA.","Past political ideology measures leading into other elections (including the 2018 midterm elections). ",3,0,NA,NA
"333","R_WBbdNjHbVRZjNuh",2,"ideoldem",NA,"Long-run averages of political preferences surrounding/following election years.","Past polls in election years.",2,0,NA,NA
"334","R_WBbdNjHbVRZjNuh",1,"ideolrep","Time series regression that identified average paths of republican/democratic support leading up to an election, relative to recent past - and unconditional averages.","NA.","Past political ideology measures leading into other elections (including the 2018 midterm elections). ",3,0,NA,NA
"335","R_WBbdNjHbVRZjNuh",2,"ideolrep",NA,"Long-run averages of political preferences surrounding/following election years.","Past polls in election years.",2,0,NA,NA
"336","R_WBbdNjHbVRZjNuh",1,"polar","Time series model surrounding elections, with an attempt to control for heterogeneity across past presidents/past elections.","NA.","Past presidential approval ratings for former presidents around election cycles.",2,0,NA,NA
"337","R_WBbdNjHbVRZjNuh",2,"polar","Historical long-run averages of polarization around elections.",NA,NA,2,0,NA,NA
"338","R_ZDzzja7ctGRI0Df",1,"lifesat","1. General regression modeling to check the trend
2. using my other data, I checked % of sudden drop during COVID-19. 
3. After the sudden drop, we don't know if it will increase or decrease. Here, I used my intuition and decided to rely on the general trend mentioned in #1. ","I relied on the life satisfaction literature. In the begining of COVID-19, your data already showed that life satisfaction maintained the increasing trend. I make sense of this early COVID trend that people actually enjoy spending time with their family. Yet, after June, they will realize that other aspects of life satisfaction (e.g., mastery) decline. In addition, their freedom is confined as well (SDT theory) in the lockdown or restrictions of their behavior. This will cause a sudden drop. After then, as I imentioned previous, I do not know if it will increase again or keep decreasing. It depends on news about vaccine and their hope that this will end soon. That one is unpredictable at the moment. ","I already mentioned above. ",12,0,NA,NA
