,X,ResponseId,team_name,phase,domain,DataOnly,parameters,numpred,covidcondyn,covidmeas,covidmeas_6_TEXT,MA_UniqueParam,OT_UniqueParam,MA_Comments,OT_Comments,Agreement,parameters_coded,MA_Flag,OT_Flag
1685,1685,R_2YaBUEnYXrdx2CW,NA,1,easian,NA,Covid-19 and racial tension in America currently. ,1,1,2,NA,2,2,,,1,2,NA,NA
1686,1686,R_ylrrh985jQvMGn7,NA,1,easian,NA,The variables which I considered in prediction of the values where the presidential elections in November 2020 and I also expect the vaccine to come out in December 2020. The other variables which had a minor impact on my predictions were the number of deaths that gets saturated in the late of 20/20 and spur further in the starting of 2021,1,1,2,NA,3,3,,,1,3,NA,NA
1687,1687,R_1Pe0BZtMpNm5DDn,NA,1,easian,NA,presidential elections and vaccine,1,1,2,NA,2,3,,,0,3,NA,NA
1688,1688,R_RE4YTlM0LeC2lIB,NA,1,easian,NA,"I think that as news reports and conspiracy theories about the coronavirus' origin in China continue, there will be more overt bias against Asian-Americans versus white Americans. This may decrease slightly around Christmas and New Year's time (in December 2020) when people are generally in a better mood and perhaps less likely to engage in biased thinking, but may increase again after that as news reports of summaries of the first year of the epidemic begin to circulate (from January to April 2021).",NA,NA,NA,NA,2,3,,,0,2,NA,NA
1689,1689,R_1mz1eeeY6un2kw3,NA,1,easian,NA,"With the COVID-19 and Trump's ""accusing"" China for the pandemic and what has been happening in Hong Kong, I would not assume bias towards Asian-Americans would be getting better.",1,1,2,NA,3,2,,,0,2,NA,NA
1690,1690,R_pH456ETX7DyCNTb,NA,1,easian,NA,My expectations are mainly based on the data that you have provided us with,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1691,1691,R_2B8wsoIRJqxnOfq,NA,1,easian,NA,Besides the prior data my prediction is based on the current pandemic situation and how some people as well as our federal government puts the blame for the outbreak of the pandemic,1,1,2,NA,2,2,,,1,2,NA,NA
1692,1692,R_2ckIhpbUFZ6DyYW,NA,1,easian,NA,"I supposed the spike had to do with COVID-19 possibly by people thinking about people traveling to and from China. I supposed that people would forget about this. I thought about COVID-19 probably disappearing in the summer and people forgetting about the whole thing over that time, on the assumption that people might be upset about Asians, although I don't see the relationship of that to people's attitudes to Asian-Americans, who by definition are Americans. Basically I thought that there was no reason to think that there would be increased hostility to Asian-Americans and that it would return to previous levels shortly.",1,1,2,NA,1,1,,,1,1,NA,NA
1693,1693,R_doLtJqHFhpyXvNL,NA,1,easian,NA,"As deaths go up, bias against Asian Americans will definitely go up. Same for the unemployment rate long-term.",1,1,2,NA,4,2,,,0,3,NA,NA
1694,1694,R_9uDnlbmY4KJ6lC9,NA,1,easian,NA,Two events I considered was coronavirus statistics and the upcoming presidential race. ,1,1,2,NA,2,2,,,1,2,NA,NA
1695,1695,R_Ugxw2PTn0oGKwOB,NA,1,easian,NA,"An additional thing that came to mind, while thinking about my predictions was the current pandemic. Many things have been said about the virus concerning China, and I believe it has something to do with the sharp changing trend shown in the data, concerning explicit Asian-American bias.",1,1,2,NA,2,1,,,0,1,NA,NA
1696,1696,R_r0h0liyBqBgHdC1,NA,1,easian,NA,"I figure there is somewhat less political activity, upsetting situations in April, because people are coming from the winter. In the summer, everyone is hot and upset, so we are going to react under stress. The seasons will get worse as climate change and every other human activity change is taking hold. I do believe people are moving more towards a terminal state of unrest, as technology is biologically insensitive and growing. I believe something really bad might happen in the future, aside from COVID, that will agitate everyone into sides. I also believe China is not playing with America anymore, therefore it will keep everything it wants to and not even have to deal with America. That most people only think of Chinese, so it's really frustrating. Other Asian countries have been minding their own basically, or producing goods. I don't even know what they are doing, and when people don't know, they tend to think not nicely now. It's not err on the side of anything really, other than self. I feel that if though good leaders are really getting squashed out by the current political climate, as well as all of us everywhere, so I can't help but think people will migrate on their own, feeling the way they do on their own. ",1,1,2,NA,6,2,,,0,2,NA,NA
1697,1697,R_1MY6LdxeOONDGhb,NA,1,easian,NA,none for this one,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1698,1698,R_ebmQF0GJ6o1i8s9,NA,1,easian,NA,"I considered the seasons, summer months and winter months. There seems to be a trend of more bias in major summer and major winter months. But I still took the prior data as my reference.",NA,NA,NA,NA,1,2,,,0,1,NA,NA
1699,1699,R_27HEv6RK2WLiFBi,NA,1,easian,NA,"I also considered whether the Chinese government would show increased aggression to India or Hong Kong during this time that would cause an increase in bias against Asian-Americans.  Additionally, another big article about the detention of Uyghur Muslims could come out.",1,1,2,NA,3,3,,,1,3,NA,NA
1700,1700,R_qOsWQm25yVSGLw5,NA,1,easian,NA,My decision process involved consideration of the implications COVID-19 may have on explicit bias. ,1,1,2,NA,1,1,,,1,1,NA,NA
1701,1701,R_3RdRiPLCUSRMcsi,NA,1,easian,NA,"I think the bias is going to keep going up for a bit with the Covid-19 virus running rampant in the population and it will probably reach an all time high, but I think it will tend to even out and start to go down as the end of the 12 month period nears.  I think if we get good news about a vaccine it will cause the bias to go down and I think as the year progresses the fact that everybody has gotten used to living with the virus will maybe not cause the bias to go down significantly, but I think it won't reallly go much higher.  ",1,1,2,NA,2,3,,,0,2,NA,NA
1702,1702,R_2YtCcYGWjFlkQgX,NA,1,easian,NA,I rely solely on past data to make the estimates. I try to see if there was a percentage increase or decrease then make the estimates accordingly.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1703,1703,R_0BxHLsSseok4TsJ,NA,1,easian,NA,"Considering the recent American events related to the Black Lives Matter protests, I believe that major changes are on the rise in terms of racial discrimination and equality within the country. As a result, I feel that many will want to reduce judgments based on race in the years to come.",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1704,1704,R_3iBY9AxNt8IQXE9,NA,1,easian,NA,Yes I considered variable such as the current protest going on in USA and covid-19. With the current blacklivesmatter campaign and the persumed images that Asian are the originator if the virus the bias figure will decrease,1,1,2,NA,4,4,,,1,4,NA,NA
1705,1705,R_2uvThjnv3VAQSJV,NA,1,easian,NA,"Yes, as in a potential second wave of COVID-19 could make even more tension throughout the country.",1,1,2,NA,1,1,,,1,1,NA,NA
1706,1706,R_3Ic9ArM4L1RT1R8,NA,1,easian,NA,"Yes, Covid 19 spikes were considered.",1,1,2,NA,1,1,,,1,1,NA,NA
1707,1707,R_3fT7FPeyBgyXhUO,NA,1,easian,NA,"Yes, COVID-19.",1,1,2,NA,1,1,,,1,1,NA,NA
1708,1708,R_3CWAR5u03cCqRdL,NA,1,easian,NA,just the coronavirus.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1709,1709,R_R2l8S7UfRpkwU2R,NA,1,easian,NA,"I assumed that COVID-19 would continue to spread in large numbers till the end of the year, increasing the score further. However I predict that by 2021 the score will decrease as less people get sick. ",1,1,2,NA,1,1,,,1,1,NA,NA
1710,1710,R_10wLUrUyyI2nGVj,NA,1,easian,NA,I considered COVID-19 for this type o bias (Explicit Asian-American Bias),1,1,2,NA,1,1,,,1,1,NA,NA
1711,1711,R_1CdyW4SErvNfsv3,NA,1,easian,NA,I definitely believe the violence against Asian-Americans was spurred on by the president's bias and determination to blame the US's lack of preparation on the Chinese.,1,1,2,NA,2,1,,,0,2,NA,NA
1712,1712,R_1nMC4zTPlnKg15k,NA,1,easian,NA,No,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1713,1713,R_1gIof9fnOprachg,NA,1,easian,NA,"I noticed that there was an increase in the explicit Asian-American bias over the past few months, which I assume is due to COVID-19 and where most people assume it originated from.",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1714,1714,R_yQHA9cyH6R665UZ,NA,1,easian,NA,The only additional variable is whether COVID cases go down later this year and spike next winter.,1,1,2,NA,1,1,,,1,1,NA,NA
1715,1715,R_DiexKxbbKJJEilz,NA,1,easian,NA,I only use the covid-19 event and the racism for minorities. ,1,1,2,NA,2,2,,,1,2,NA,NA
1716,1716,R_2s60s7LXfLPunwA,NA,1,easian,NA,I judged the bias on covid infection rates that I basically just guessed at. I think the rate of bias will mirror the US infection rate,1,1,2,NA,1,1,,,1,1,NA,NA
1717,1717,R_1j6uTQzQXhfMjy6,NA,1,easian,NA,No additional variable was used,1,1,2,NA,1,1,,,1,1,NA,NA
1718,1718,R_e3A07Uep4SGh8mB,NA,1,easian,NA,No additional variables were considered when i was making my decisions. I assumed the data from even previous years we were not provided with must have been around those numbers.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1719,1719,R_3izfU3OuLrUJqNP,NA,1,easian,NA,none,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1720,1720,R_3rP0jZxLlYZ7A2t,NA,1,iafric,NA,"covid deaths, unemployment rates, general attitude toward black people, current protests",1,1,2,NA,5,4,,,0,5,NA,NA
1721,1721,R_3GelR3fNjxM7AZL,NA,1,iafric,NA,"None, I just considered the available graph data.",NA,NA,NA,NA,0,0,,,1,0,NA,NA
1722,1722,R_1j6AFo43W0bCJ0E,NA,1,iafric,NA,"Yes. The civil unrest & violence, the election, COVID and the economic / employment effects of it making all aforemetioned factors worse. ",1,1,2,NA,4,4,,,1,4,NA,NA
1723,1723,R_2Y9h0SUc5YiWNCP,NA,1,iafric,NA,I also considered voting season around November when people tend to get more argumentative and white people are more head to head against black people politcally,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1724,1724,R_3nxvFKuz4cd7SEr,NA,1,iafric,NA,non,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1725,1725,R_3M9hc4heefRxs7o,NA,1,iafric,NA,I mostly looked at the data from previous years but also thought about how Covid-19 is affecting everyone and how so many people are unemployed.,1,1,2,NA,2,2,,,1,2,NA,NA
1726,1726,R_3oT2iuGMH9D3vkF,NA,1,iafric,NA,Current news and protests by blacks and African Americans,NA,NA,NA,NA,2,1,,,0,2,NA,NA
1727,1727,R_DMp4F7aunB5E7h7,NA,1,iafric,NA,"I'm not sure how to explicitly separate my responses to these two questions. The answers above could probably fit here as well. Clearly, the protests and events surrounding the death of George Floyd figure into my assumption that we may see more individuals attempt to self-educate, at least for a little while, and this  may in turn give rise to changes in IAT data. I suspect other events figure minimally into this dataset.",NA,NA,NA,NA,1,2,,,0,1,NA,NA
1728,1728,R_ddx9tF4u1Yju1CV,NA,1,iafric,NA,"Everything is so up in the air right now it's hard to see past even the next week or so. Hopefully the protests will help and people will understand that black lives do matter, and hopefully a democrat beats Trump in November, but it's impossible to tell right now. ",NA,NA,NA,NA,0,0,,,1,0,NA,NA
1729,1729,R_2z6D8vzWKYbxNK6,NA,1,iafric,NA,I took into account black history month which is a hot topic in Februrary. ,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1730,1730,R_xDA6j0WK05bzrFv,NA,1,iafric,NA,I predict there will be a change in the policies. The department will be reevaluate,NA,NA,NA,NA,1,1,*,,1,1,NA,NA
1731,1731,R_23aihdWDHdk9USY,NA,1,iafric,NA,"Political leadership change, current tensions, current incarceration rates and unemployment rate were considered.",NA,NA,NA,NA,4,4,,,1,4,NA,NA
1732,1732,R_2TToDt5W2VGJQsQ,NA,1,iafric,NA,I think how the corona virus situation declines; and if any other controversial events like the George Floyd shooting; it could negatively impact the prediction. ,1,1,2,NA,2,2,,,1,2,NA,NA
1733,1733,R_1I9PnJa0hfiBf9L,NA,1,iafric,NA,"I saw that all values provided where between 0.3 and 0.35, but with significant fluctuation within that range. So, I made predictions that fit that trend.",1,1,2,NA,1,1,,,1,1,NA,NA
1734,1734,R_ZfO7gXz6R94MaL7,NA,1,iafric,NA,"
I do not consider other major influences here.",NA,NA,NA,NA,0,0,,,1,0,NA,NA
1735,1735,R_3CIPys4lpu5r5uN,NA,1,iafric,NA,did not consider other variables,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1736,1736,R_2TYPyw5pUeVGnKm,NA,1,iafric,NA,"yes, I very intentionally considered the current political unrest stemming from the black lives matter protests",1,1,2,NA,1,2,,,0,2,NA,NA
1737,1737,R_3q99keYR5HdAVDU,NA,1,iafric,NA,I considered the protests and tensions we are facing currently ,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1738,1738,R_2zOamGkQEAtyHyA,NA,1,iafric,NA,The George Floyd protests and BlackLivesMatter movement influenced me to think there would be more positive bias for African-Americans for a while.,NA,NA,NA,NA,1,2,,,0,1,NA,NA
1739,1739,R_AKVPOCvSYmg6L6N,NA,1,iafric,NA,"Media images of protests, The actions of the president. COVID-19. The push for the black vote in the election. ",NA,NA,NA,NA,4,4,,,1,4,NA,NA
1740,1740,R_oZwtUp5ggGt3CKZ,NA,1,iafric,NA,I considered the protests over the death of Geroge Floyd when I made my predictions.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1741,1741,R_3iFtGWfDtzP4CTr,NA,1,iafric,NA,I did not consider additional variables as I do not think they will affect overall bias,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1742,1742,R_3iqm9EGVqEY2UGc,NA,1,iafric,NA,predict by previous curve ,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1743,1743,R_qRCPQZOX1FXC7Kh,NA,1,iafric,NA,I considered the variables of the current riots on race and police brutality and the upcoming 2020 presidential election.,NA,NA,NA,NA,2,2,,,1,2,NA,NA
1744,1744,R_10BslmdChV8M9kv,NA,1,iafric,NA,"Again, the whole scenario right now coincides with the event in Minnesota. I think it a moment that will be much like the civil rights movement of the 60s. ",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1745,1745,R_3G0XLjLw1t7Ijj8,NA,1,iafric,NA,I used thoughts on the current climate in America.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1746,1746,R_1luh0ib743Tk3ss,NA,1,iafric,NA,I took account for events like Black history month and election period. ,NA,NA,NA,NA,2,2,,,1,2,NA,NA
1747,1747,R_1H7ZpB6Cz4UJQdL,NA,1,iafric,NA,I purely based it on the history of bias in America,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1748,1748,R_3MbYk6SCJTWTlvS,NA,1,iafric,NA,I did consider current event. However I don't believe that they will cause any change in the graph because it has remained so flat in the past.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1749,1749,R_1MJTeQEVXe7KvwA,NA,1,iafric,NA,"Yes i did. Mostly, i factored in the political unrest due to George Floyd's death and the Covid situation. Also, the looting of stores and unemployment rates increasing due to Covid.",NA,NA,NA,NA,4,4,*,,1,4,NA,NA
1750,1750,R_3dEOYIw8fIHHgOu,NA,1,iafric,NA,"I didn't really consider any other variables, no.",1,1,2,NA,1,1,,,1,1,NA,NA
1751,1751,R_3kjAWZx2x70cWqZ,NA,1,iafric,NA,The variable were based on the statistical data presented as well facts encountered so far in work places by friends who happens to be blacks (African Americans). ,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1752,1752,R_2VxOhvcUo8C6Gbc,NA,1,iafric,NA,I didn't really focus on anything except realizing that stuff that happens IRL would affect it. But it's hard to know for sure.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1753,1753,R_ptMIB0fr2GLiW9X,NA,1,iafric,NA,I did not consider other variables,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1754,1754,R_ZsLjMuUutP2dD0Z,NA,1,iafric,NA,"Pandemic, Protests, Election Cycle all factor in to my prognostication",1,1,2,NA,3,3,,,1,3,NA,NA
1755,1755,R_AtzECU57oNb1LvH,NA,1,iafric,NA,not at all,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1756,1756,R_1kOebIr2wBSRwxF,NA,1,iafric,NA,"I considered other data as well like other Implicit African-American Bias, latest events like change is leadership, policy, covid-19 etc. I used all these  factors  with past data and did this decision.",NA,NA,NA,NA,4,3,,,0,4,NA,NA
1757,1757,R_3RrtWPpvqmADqCd,NA,1,iafric,NA,"I considered the fact that President Donald Trump could lose office to Joe Bidden. I also considered that his vice president could be a black woman, which would help people have a more positive and warm feeling/perception towards black people. ",NA,NA,NA,NA,2,2,,,1,2,NA,NA
1758,1758,R_1K1EHBeJbndY5Fz,NA,1,iafric,NA,"Yes, I considered the BLM movements that is occurring right now and how society is reacting to it.",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1759,1759,R_4O4fXDQWqGiJ9Xb,NA,1,iafric,NA,"I considered the potential that negative rhetoric towards African Americans during the lead up to the election in November could rekindle some hatred after it hopefully dies down following protests and change, where, no matter who wins or loses, one side will be upset about race.",NA,NA,NA,NA,1,2,,,0,1,NA,NA
1760,1760,R_snuA6G2IhtxwSEV,NA,1,iafric,NA,the death George Floyd shows that this problem is still going on in the US but no one has vehemently done anything about it until now ,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1761,1761,R_1OV4qVWqEvMaTyy,NA,1,iafric,NA,"Yes, i also looked at the black unemployment rates during covid and the months before that",1,1,2,NA,1,2,,,0,2,NA,NA
1762,1762,R_2P5SE5gPO41qgqx,NA,1,iafric,NA,The current protests happening with BLM,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1763,1763,R_3kdGn7OI0Iqzjgf,NA,1,iafric,NA,"Again, I believe Bias will get drastically worse as the election against an extremely biased candidate gets nearer, and will drop off rapidly afterwards. This applies even more so if the biased leader is replaced.",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1764,1764,R_1Isk9DGtCGwfWWo,NA,1,iafric,NA,"I considered all the manifestations that are currently going on in multiple cities across the country
",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1765,1765,R_1GVXyNTHPxgR6tg,NA,1,iafric,NA,I considered a rise in more propagandas supporting the African- Americans to surge. I believe that more people will be outspoken about their beliefs and desire to change the system. ,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1766,1766,R_1BRZu4gNCbodykH,NA,1,iafric,NA,Recent events in Missouri will perhaps emphasize change in people's racial attitutdes.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1767,1767,R_33qCQ66ROCfZxXc,NA,1,iafric,NA,I did not consider any of those other variables when making this prediction.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1768,1768,R_3npiszFRDTXUqlz,NA,1,iafric,NA,"As I stated earlier, I feel like the current protests about racist police brutality policies will increase tensions. ",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1769,1769,R_yIqQRzv4QarVTsB,NA,1,iafric,NA,"I considered both the recent Black Lives Matter movements, and then a likely uptick in positivity towards African-Americans as their vote will be incredibly important during the election in November ",NA,NA,NA,NA,2,2,,,1,2,NA,NA
1770,1770,R_29dnF3ItYebQQgL,NA,1,iafric,NA,"political leadership, current people sentiment",NA,NA,NA,NA,2,2,,,1,2,NA,NA
1771,1771,R_2s5RiRonAxackfS,NA,1,iafric,NA,"I wanted to add the George Floyd protests as a variable, but that coincides with Explicit American bias more than Implicit. ",NA,NA,NA,NA,0,0,,,1,0,NA,NA
1772,1772,R_3suBCUQ3zhQzLb1,NA,1,iafric,NA,"For implicit bias, I didn't have any other variables I could think to consider.",NA,NA,NA,NA,0,0,,,1,0,NA,NA
1773,1773,R_2fyWiFQZqzniWcx,NA,1,iafric,NA,"Yes, again, the potential for a new president and the likelihood of his picking a woman of color for his running mate. ",NA,NA,NA,NA,2,1,,,0,2,NA,NA
1774,1774,R_1q8qvoP56Ut8fUF,NA,1,iafric,NA,I included this in May and June because of the current protests. I did not try and guess variables in the future though.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1775,1775,R_02EAyVetNMbGdWh,NA,1,iafric,NA,"I considered the current protests in my predictions, which may cause a slight increased spike, but will flatten out for an even greater downward trend. ",NA,NA,NA,NA,0,1,?,,0,1,NA,NA
1776,1776,R_2YbwlI5lUwv1EKE,NA,1,iafric,NA,"I considered the November 2020 presidential election when making these predictions. I predicted that Joe Biden would win the election and this would result in positive change, therefore my estimates are increasing in the second half of my estimates",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1777,1777,R_2bVLYnMvSLr9P20,NA,1,iafric,NA,"I considered current events (protests over murders of US civilians by police), but ultimately I was not familiar enough with this literature to speculate how such events might impact these data (Would increased sympathy for one party or another be sufficient to change IAT-measured bias?).",NA,NA,NA,NA,0,0,,,1,0,NA,NA
1778,1778,R_3KwG3hIbj6oQ5Vi,NA,1,iafric,NA,"I don't think COVID or unemployment rates will change the implicit scale, it will stay in that 0.3 range",1,1,2,NA,2,1,,,0,2,NA,NA
1779,1779,R_PYvuZxUKxh7GdRD,NA,1,iafric,NA,"I considered the upcoming US presidential election. My assumption is that if Donald Trump loses, implicit hatred and bias against African Americans might peak due to the vast majority of African Americans supporting Joe Biden over Trump. Should Biden win, many Trump supporters may see their views of African Americans sour even more, over them essentially helping Biden win, should he emerge victorious in the election. ",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1780,1780,R_1jpQH7IMNPBrbQM,NA,1,iafric,NA,"I tried to think about how current effects are weighting upon our nation, causing turmoil and divide between different raical groups. after this, many white people will probably have more prejudice against african americans. ",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1781,1781,R_RUFg84Y6Es2SjSx,NA,1,iafric,NA,Assumed that the current race-related unrest will cause increase in preference for whites.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1782,1782,R_3iwCZQPqzDffFWH,NA,1,iafric,NA,"I did not consider additional variables. My thinking was that seemingly significant events have been happening regularly for years, and Implicit African-American Bias has not changed much, so current events are unlikely to change it as well.",NA,NA,NA,NA,0,0,,,1,0,NA,NA
1783,1783,R_3svOkIva7vxoarU,NA,1,iafric,NA,I considered the recent COVID-19 pandemic and also the most recent Black Lives Matter protests and major problems that are being caused worldwide.  ,1,1,2,NA,2,3,,,0,3,NA,NA
1784,1784,R_1dHrIxnnTjXKZSj,NA,1,iafric,NA,Yes I think the next presidential election will influence the bias. If we get a Democratic President then bias will go down a little bit.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1785,1785,R_1oAB2nkPW7DAmfI,NA,1,iafric,NA,"The only variable I considered was the current rate in the context of current political leadership and Covid-19 response. Trump has been in office since the beginning of the data but as implicit bias does not change quickly, and I can't assume the outcome of the election, I don't predict a drastic change. And since Covid-19 has taken hold in America, I don't see the ratings change, so it seems unlikely that whatever happens in the coming months is going to make a drastic change. So I settled at .32 which is the current level around March 2020 and, given there seemed to be no good way to figure minor spikes and falls, went consistently with that.",NA,NA,NA,NA,2,1,,,0,2,NA,NA
1786,1786,R_3paH1hHLCZAw9Kp,NA,1,iafric,1,"There seems to be a slight uptick at the end of the data. However, I believe these deep rooted biases are difficult to change so I decided to just use a data driven approach and not consider any variables.",NA,NA,NA,NA,0,0,,,1,0,NA,NA
1787,1787,R_w6R4yn1mHQZsvUR,NA,1,iafric,NA,"I guessed that implicit bias will increase as a result of recent protests by #blm against police brutality, drop off, and then return to a level slightly above average over the course of the year.",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1788,1788,R_25L8giqIgHl5YBy,NA,1,iafric,NA,I did not consider any additional variables besides current events.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1789,1789,R_3G2gTAOZREh2BQl,NA,1,iafric,NA,"The additional variables that I used in my predictions include the current (as of time of writing) riots in every major city in the US, the current presidential administration, as well as basic representation factors in mainstream media on both sides of the political alignment.

Republican outlets seemed to be generally in favor of ""The cause"" when it was just protests at the very start, but as soon as the riots started, it shifted their tones from approval to extreme disapproval, as expected.

Democrat outlets are overall showing this as an extremely acceptable situation, even the riots seem to be accepted as ""Part of the process"" to get the results they desire.

These two things will overall affect implicit bias. At least for a little while before it returns back to normal.

Also, because of the current administration being seen as generally anti-poc, this drives implicit behavior in a generally good direction.",NA,NA,NA,NA,3,4,,,0,3,NA,NA
1790,1790,R_3dNhZdm6u4Ddc0s,NA,1,iafric,NA,I decided to think about the riots and protests that is currently taking place everywhere in the United States.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1791,1791,R_2QxkT3pCM4FkU78,NA,1,iafric,NA,"I made my above assumption because of the recent events involving George Floyd's murder. Society is becoming much more aware and much more vocal -- as they should be! Companies and individuals do not want to tarnish their reputation or image by showing their racism, therefore it will be showcased more unconsciously/internally.",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1792,1792,R_2tll9Ms7Ci1hCuE,NA,1,iafric,NA,"I did take into account the recent unrest/protests regarding the murder of George Floyd. Non-blacks may feel guilt about, or at least be more aware of, their biases - at least in the short-term. I don't know if this will actually translate into change, but I feel hopeful that it will (albeit very slowly).",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1793,1793,R_29dgwUQtA3Wwmrl,NA,1,iafric,NA,Change of political leadership definitely (hopefully) in the Fall of 2020.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1794,1794,R_24HNQ40xX0pImNG,NA,1,iafric,NA,No additional variables used.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1795,1795,R_3QKQ7pliY2HaN2l,NA,1,iafric,NA,I considered the current political climate: the death of George Floyd has sparked protests fighting for change against police brutality against African Americans. I also considered the possible political change in leadership with Joe Biden winning the November 2020 Presidential Election.,NA,NA,NA,NA,2,2,,,1,2,NA,NA
1796,1796,R_1rMtTjItbJksaI8,NA,1,iafric,NA,Yes the world is still in shock because of covid 19. . It will take quite some time to believe again,1,1,2,NA,1,1,,,1,1,NA,NA
1797,1797,R_3J4uUuwDMT9bfb1,NA,1,iafric,NA,I considered that this wave of BLM protest and murder of george floyd might got down significantly bias rate but then with the following months it should go up again,NA,NA,NA,NA,1,2,,,0,1,NA,NA
1798,1798,R_2EadbAFeJcmUFlh,NA,1,iafric,NA,"As stated above, given everything going on with the protests and political landscape, I expected an upward trend.",NA,NA,NA,NA,1,2,,,0,2,NA,NA
1799,1799,R_6Y8CaBbFyTJslt7,NA,1,iafric,NA,I assumed again that it would be lower during the holidays when people are more social and willing to get along with others or help others. I also assume it might be high during things like Spring Break where races will likely mingle a lot.,NA,NA,NA,NA,2,2,,,1,2,NA,NA
1800,1800,R_2w7GHWRt1B6wXZG,NA,1,iafric,NA,I took into consideration the current protests when predicting my data.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1801,1801,R_3fPly7VV9bJcmki,NA,1,iafric,NA,I did think of political events to help make my decisions. ,1,1,2,NA,2,2,,,1,2,NA,NA
1802,1802,R_3hhIIWqujA8s1k3,NA,1,iafric,NA,COVID-19 deaths affect African-Americans at a disproportionate level.  Perhaps this reality will permit people to reexamine their preconceived biases and reform their thought processes to help negate them.,1,1,2,NA,2,1,,,0,2,NA,NA
1803,1803,R_2q8WQE5Lq6ZogHo,NA,1,iafric,NA,"This year, at this time, there are ongoing protests in regards to the George Floyd incident.  Media coverage of this is mostly of the violent occurrences of this.  Because this is an issue concerning the African-American community, regardless of any individual's opinion of the matter, because of the amount of violence being covered and the association of it with African Americans, my predictions will be that the bias values will be higher this summer than in previous summers, and then even out once these matters sort themselves out.",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1804,1804,R_2to40nx0pHMQdUT,NA,1,iafric,NA,"Variables such as instances where people that have shown their bias and it leading to them being ""canceled"" so others might have a more implicit bias now.",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1805,1805,R_1MZmixttfPXdT6K,NA,1,iafric,1,"First, it's not clear whether past variability is meaningful.  If it is, there appear to be minor cycles in some past years.  A big consideration are current protests [early June, 2020] and reactions to them.  Also considered later this year are fluctuations that might occur with the US election campaign and possible new president.",NA,NA,NA,NA,3,3,,,1,3,NA,NA
1806,1806,R_1CxrB19rP4wSboT,NA,1,iafric,NA,overall I thought there would be a slight change in perspective based on extensive news coverage of the black lives matter movement and people getting more informed about racism,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1807,1807,R_3LjOyoTWvI0BLho,NA,1,iafric,NA,Yes I considered the fact that we are approaching a new election and recent unemployment rates in the U.S.,NA,NA,NA,NA,2,2,,,1,2,NA,NA
1808,1808,R_DoZwssgfn14hI3L,NA,1,iafric,NA,No additional variables used,NA,NA,NA,NA,0,0,,,1,0,NA,NA
