"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","t.consent_First.Click","t.consent_Last.Click","t.consent_Page.Submit","t.consent_Click.Count","covidest_1","covidest_2","covidest_3","covidest_4","covidest_5","covidest_6","covidest_7","covidest_8","covidest_9","covidest_10","covidest_11","covidest_12","t.covid_First.Click","t.covid_Last.Click","t.covid_Page.Submit","t.covid_Click.Count","Age","t.demo_First.Click","t.demo_Last.Click","t.demo_Page.Submit","t.demo_Click.Count","Sex","Genderident","Genderident_5_TEXT","Education","Occupation","Ethnicity","Religion","Religion_Other","Politics_1","Country.of.Residence","Residential.Area","Income","Comments","PID","STUDY_ID","SESSION_ID","complete","Issue","Useless","Month.1","Month.2","Month.3","Month.4","Month.5","Month.6","Month.7","Month.8","Month.9","Month.10","Month.11","Month.12","predNumber","First.Click","Last.Click","Page.Submit","Click.Count","details","upload_Id","upload_Name","upload_Size","upload_Type","up_First.Click","up_Last.Click","up_Page.Submit","up_Click.Count","any_First.Click","any_Last.Click","any_Page.Submit","any_Click.Count","confidence","basis","basis_text","theory","parameters","covidcondyn","coviddesc","Intuition","Theory","Simulation","DataDriven","Other","Method","Error","OM.Flag","HK.Flag","Agreement","OM.Comment","HK.Comment","Final.Code","Final.OT","Disagreement","OT.Flag","OT.Comment"
"11",11,"6/2/2020 22:37","6/2/2020 23:11",0,"73.140.56.21",100,2043,1,"6/2/2020 23:11","R_AyQLLzapR1AOMXn",NA,NA,NA,NA,47.30659485,-122.2619019,"anonymous","EN",1.414,4.097,7.271,3,1000000,1250000,1500000,1900000,2000000,2500000,3000000,3500000,5000000,5500000,6000000,6250000,18.381,107.773,108.246,30,19,5.825,16.184,16.675,8,1,2,NA,2,"Student",3,3,NA,3,"United States",2,5,"This survey had to get some energy out of me, its late in the evening, however I enjoyed for most the part. Great survey. ","5e6550ab777c592d731cc94b","5ed6fd3e7ffbe2185db5c67a","5ed70cea98364719de1006ab",1,"lifesat","pred",6.056,6,5.99,5.956,5.97,5.98,5.965,5.99,6,6.01,6.02,6.04,90,2.471,3.452,3.458,2,1,"F_1lmjZ4RgXCzQ6br","life-satisfaction (estimates).xlsx",61241,"application/octet-stream",5.718,144.954,148.067,23,2.618,229.308,230.079,44,5,"4,5","I believe the life satisfaction will drop due to current racial tensions just over the weekend, then also the effects of COVID-19 will continue to linger","It was just theoretical assumption as well, not 100%(duh), however, it is just view based on events happening right now. Besides that, it wasn't philosophical, just a stance because of the current climate. ","Like I mentioned earlier, it goes back to the point, president who is dividing the country and it has been a couple years since he was in, and 2020 is the year where we see the extreme divide. Also the infamous pandemic, and pop culture icons falling, and we have a year which is looked as awful by most. In the world view and the USA. ",1,"The vaccine, the speed of the pandemic finishing, getting back to normal. The variable is very important, the pandemic has cancelled most of daily life, and summer is helping us right now, but we have to see FALL. ",0,0,0,1,1,"Data-Driven",0,0,0,0,NA,"covid desc?",0,0,NA,NA,NA
"12",12,"6/2/2020 22:38","6/2/2020 23:13",0,"74.106.15.92",100,2119,1,"6/2/2020 23:13","R_3HZeuHtXY9XnmAl",NA,NA,NA,NA,43.11149597,-76.18340302,"anonymous","EN",0,0,28.969,0,600000,600500,700000,700300,700500,700600,700700,700800,700850,700890,700895,700899,11.167,88.747,93.721,5,78,2.66,6.526,8.427,3,1,2,NA,6,"retired teacher",4,10,NA,1,"USA",2,8,"no","5765705e26ed5300019ff9da","5ed6fd3e7ffbe2185db5c67a","5ed70cfd10e94617f0d7ad29",1,"lifesat","pred",6.3,6.4,6.5,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,91,10.011,10.011,10.019,1,2,"F_SPOF8bkZeIAqdGx","life-satisfaction.xlsx",39646,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",41.051,66.614,92.912,2,2.664,74.072,74.504,4,2,"1",NA,"I assume people will be more unsatisfied in May and it will slowly get better in coming months before leveling off. ","Yes, I considered Covid 19 deaths, states re-opening, riots/civil unrest, and a future decreasing unemployment rate.",1,"I think that states re-opening and low rates of Covid spread and death will increase satisfaction -- this will go up in the near future as states re-open and then level off into a steady satisfaction level. ",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"13",13,"6/2/2020 22:42","6/2/2020 23:22",0,"97.101.22.173",100,2352,1,"6/2/2020 23:22","R_20jYsRgFlKxrAaZ",NA,NA,NA,NA,29.48429871,-81.20420074,"anonymous","EN",0.752,0.752,3.427,1,670000,770000,860000,930000,970000,1000000,1060000,11000000,13000000,16000000,17000000,12000000,2.444,105.446,109.209,45,18,1.264,9.453,10.694,10,1,2,NA,5,"Part-Time Worker",2,2,NA,6,"United States",3,7,"None","5ed693fe9638590e03722791","5ed6fd3e7ffbe2185db5c67a","5ed70d899bd93619194de63b",1,"lifesat","pred",6.27743,7.28377,7.42197,6.28009,7.1138,7.10088,6.89711,7.21105,7.2388,7.5817,6.9551,7.1397,96,6.477,33.245,33.794,7,1,"F_2CKuJp9HcHmrgts","A291C75A-B102-478C-9AAE-64C5F071D3B6.jpeg",136031,"image/jpeg",1.506,247.891,250.017,41,3.604,70.153,114.489,17,4,"1,4",NA,"I feel that life satisfaction would rise up after COVID-19 is over. (Which i predicted would be around December/January)","COVID-19 was a major variable that I had used in my prediction showing that around January (supposing COVID-19 ends by then which is my prediction) Life satisfaction may rise up.",1,"I feel that Life Satisfaction would rise up since many people can go back to their normal lives.",1,0,0,1,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"14",14,"6/2/2020 22:47","6/2/2020 23:43",0,"157.131.140.64",100,3387,1,"6/2/2020 23:43","R_1puPKtpOSRH9yRO",NA,NA,NA,NA,37.89059448,-122.2935944,"anonymous","EN",0,0,66.13,0,1000000,1200000,1500000,1800000,2200000,2500000,2900000,3200000,3600000,3750000,3900000,4000000,65.54,189.023,197.758,14,66,2.859,7.715,10.021,3,1,2,NA,6,"Retired",4,10,NA,2,"USA",1,6,"One small comment: the x-axis on your Affect graphs is scaled differently for historical versus predicted values. Not a big deal but it makes it a bit more difficult to visually compare the two.","5ed67ff47f3ee30bb86925f5","5ed6fd3e7ffbe2185db5c67a","5ed70e3d67633419891e4147",1,"lifesat","pred",6.25,6.3,6.3,6.3,6.3,6.25,6.25,6.2,6.3,6.35,6.35,6.4,105,28.085,28.085,28.09,1,2,"F_26nJE7uJijc5ZDh","life-satisfaction.xlsx",39656,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",84.309,92.41,204.112,2,8.701,301.848,301.852,2,3,"1",NA,NA,"My predictions for life satisfaction attempted to consider the following: an immediate and significant decline based on COVID-19 and political instability in the US, followed by a small uptick based on reduced COVID mortality/incidence during summer months. I predicted a second decline in early fall 2020 prior to the US presidential elections and the anticipated resurgence of coronavirus. I anticipate a great deal of turmoil around and immediately following the election, and my prediction drops to its lowest point in December 2020. Under the (perhaps optimistic) belief that Joe Biden will assume the presidency in January 2021, I predict a slow improvement in satisfaction as the new administration begins to demonstrate progress.",1,"As with the previous prediction, I believe we will experience a V-shaped incidence/mortality curve, with fewer cases in the summer months, but followed by a second wave of transmission. Accordingly, I tried to factor this into my life satisfaction predictions.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"15",15,"6/3/2020 0:27","6/3/2020 0:39",0,"67.87.3.37",100,773,1,"6/3/2020 0:39","R_PY600afcKfraGEp",NA,NA,NA,NA,40.89050293,-74.05039978,"anonymous","EN",0,0,2.48,0,1500000,1800000,2000000,2100000,2150000,2170000,2200000,2300000,2500000,3000000,3300000,3600000,19.486,301.798,309.588,12,40,2.442,11.384,12.595,3,2,1,NA,5,"web design",2,10,NA,4,"USA",2,5,NA,"5e770f11a9d3b527c662aa23","5ed6fd3e7ffbe2185db5c67a","5ed71a4afb714c1a4840f769",1,"lifesat","pred",0.25,0.25,0.2,0.2,0.15,0.15,0.15,0.1,0.05,0.05,0.05,0.03,110,2.431,2.431,3.551,1,2,"F_2cbdFPkYwVVeT1O","asian_explicit_bias_updated.ods",49640,"application/vnd.oasis.opendocument.spreadsheet",9.827,36.132,56.462,5,4.882,81.876,81.881,2,1,"1",NA,NA,"I based my prediction on the assumption that as times goes on, there will be less focus placed on the origin of COVID and its tie to the Asian population.",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,1,0,NA,NA,0,2,NA,"1","Misplaced comment, should be discarded"
"16",16,"6/3/2020 14:39","6/3/2020 15:01",0,"107.77.197.228",100,1306,1,"6/3/2020 15:01","R_eG5jQQXmMqK88ZH",NA,NA,NA,NA,32.97200012,-96.79139709,"anonymous","EN",0,0,3.907,0,650000,700000,730000,740000,745000,750000,760000,790000,810000,870000,900000,940000,210.411,297.338,302.182,17,25,2.501,4.725,8.12,4,1,2,NA,2,"Self-employed",4,10,NA,4,"USA",3,1,NA,"56f340a6d70ab40006682a5e","5ed7c6806cb9612735cc3980","5ed7ee5f957a4d2bfc50aad7",1,"lifesat","pred",6.48,6.5,6.47,6.41,6.43,6.45,6.4,6.35,6.42,6.43,6.46,6.41,122,14.974,44.998,45.921,3,2,"F_3Jhm75MCGDSlhwW","life-satisfaction.xlsx",16396,"application/octet-stream",166.579,240.162,240.559,4,2.375,140.083,146.89,10,4,"1",NA,"I tried to make a logical continuuation of the chart I was shown of past data. I simply used my intuition to guess about what would be reasonable and likely.","Somewhat, but I mostly considered my predictions based on the data I was shown, because the data I was given didn't exactly line up with my assumptions of what they would be based on the external events that have been happening. As such I don't think considering external factors would be particularly fruitful.",1,"Only minorly, again the data I was given didn't exactly line up with what I think it would be based on the COVID-19 situation. So I took it slightly into consideration but it wasn't primary in my mind.",1,0,0,0,0,"Intuition/Theory",0,0,1,0,NA,NA,0,0,NA,NA,NA
"17",17,"6/3/2020 14:49","6/3/2020 15:19",0,"208.107.87.111",100,1748,1,"6/3/2020 15:19","R_2qCzC3SwqVx8I7k",NA,NA,NA,NA,46.86700439,-96.7507019,"anonymous","EN",0,0,15.058,0,700000,900000,950000,980000,600000,500000,360000,240000,200000,140000,150000,175000,17.834,104.431,134.761,8,21,3.443,12.84,14.465,5,2,1,NA,3,"Manager, on call advocate (2 jobs)",6,4,NA,2,"United states",1,1,"Reading the graph was a bit awkward, not too much though.","5ec54fc91ee4a74ed21a168b","5ed7c6806cb9612735cc3980","5ed7f0c9b9f9f62d978229f8",1,"lifesat","pred",6.13,6.1,6.2,6.24,6.22,6.21,6.23,6.24,6.26,6.24,6.23,6.22,129,18.669,26.597,28.03,3,2,"F_poeKGt0FP8FQunT","life-satisfaction (1).xlsx",39649,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",48.488,73.546,111.487,2,1.571,213.761,214.417,3,5,"1,5","Knowledge of political events occuring and general satisfaction of life around me currently, any unrest.","I used assumptions based on recent activities such as races feeling their lives are insignificant and their life satisfaction is fairly low, as well as those highly affected by COVID having low life satisfaction, those who were wanting to travel and compete in sports or complete their passions had activities cancelled. A lot of lives were put on pause for many people; therefore, life satisfaction may be at an all time low and not very spiking. ","I thought about the current unemployment rate, my family those around me and those in my community and how their lives aren't as satisfactory anymore due to their entire change of pace in lifestyle. A lot of communities got disrupted by deaths, leaders passed, big connections passed due to COVID, shady leadership shone through and a lot of unrest rode through citizens of many areas. ",1,"I did believe that cases would decrease over the course of the cold months, families would unite a little more (Christmas time - December and such) and then during the summer months, slowly life satisfaction would start to decrease again as COVID would become prominent. ",1,0,0,0,1,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"18",18,"6/3/2020 15:03","6/3/2020 15:24",0,"108.251.86.200",100,1287,1,"6/3/2020 15:24","R_6QcXEBq8MdCrDgd",NA,NA,NA,NA,41.74150085,-87.59619904,"anonymous","EN",8.596,8.596,9.188,1,700000,900000,1000000,1100000,1100500,11100000,11100000,11106000,11109000,11110000,11120000,11140000,22.813,111.844,114.818,18,19,2.464,15.096,15.567,7,2,1,NA,3,"student",3,2,NA,4,"USA",1,1,"none","5ebc97b7549f700d8996740d","5ed7c6806cb9612735cc3980","5ed7f3ea9c64e7109671e9a3",1,"lifesat","pred",7.5,6.4,6.2,5.1,4.9,6.5,6.5,6.8,6.8,6.5,7.1,7.1,137,18.69,18.69,18.699,1,2,"F_33wfu4ZNsqZFa8p","life-satisfaction (1).xlsx",61228,"application/octet-stream",40.493,40.493,89.375,1,18.005,31.177,46.595,5,5,"1",NA,"what's happening now is what I based it on","none",1,"it may have decreased the predictions",1,0,0,0,0,"Intuition/Theory",0,1,0,0,"?","theory",0,0,NA,NA,NA
"19",19,"6/3/2020 15:10","6/3/2020 15:26",0,"72.198.210.171",100,941,1,"6/3/2020 15:26","R_AdoRH6cqL3eTbIl",NA,NA,NA,NA,41.28840637,-95.99720001,"anonymous","EN",0,0,5.014,0,600000,605000,607000,608000,609000,611000,617000,628000,643000,660000,680000,690000,13.916,13.916,74.575,1,33,2.981,6.535,8.464,4,1,2,NA,6,"Financial Administrator",2,2,NA,4,"United States",1,8,"No comments or concerns.","5eb2359f841949192296b673","5ed7c6806cb9612735cc3980","5ed7f5b860352b12566fb9e4",1,"lifesat","pred",6.36,6.3,6.26,6.26,6.24,6.26,6.28,6.31,6.37,6.4,6.38,6.41,140,4.847,4.847,4.849,1,2,"F_2SdaNl4KgfNmtCj","life-satisfaction.xlsx",39735,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",9.237,9.237,86.241,1,1.462,82.69,93.789,3,3,"1",NA,"I wouldn't say i based it on theoretical assumptions, but thought that we're not back to normal yet and there should still be a decline along with the effects finally hitting others. Optimistically, as we return to ""normal"" I would hope life improves within a year.","I did not include any variables outside of economic. I ignored the current unrested related to deaths in the communities for COVID or violence",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"20",20,"6/3/2020 15:24","6/3/2020 15:41",0,"66.244.80.130",100,994,1,"6/3/2020 15:41","R_3fqSC5mu8G6hKnf",NA,NA,NA,NA,39.13969421,-86.51409912,"anonymous","EN",1.755,11.705,12.95,6,650000,660000,670000,680000,690000,700000,705000,704000,703000,710000,705000,700000,4.735,97.482,101.334,20,25,2.104,10.329,11.854,9,2,1,NA,6,"Grad student / Language instructor",4,2,NA,4,"USA",1,2,"No","5e5b190a0f5cbf314bd4ee5d","5ed7c6806cb9612735cc3980","5ed7f8e220b8512f1fe4e5a4",1,"lifesat","pred",6.4,6.3,6.2,6.1,6,6,5.9,6,6.1,6,6.1,6.2,157,10.554,31.96,31.963,6,2,"F_yjpykM5btylGTxn","life-satisfaction.xlsx",39699,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",3.218,42.47,71.02,6,3.413,62.099,92.092,6,1,"1,2,4",NA,"With elections happening, the pandemic changing everyone's lives, and the current riots, I don't think citizens will be feelig particularly happy in the next few months","I considered those variables and believe the country will go through a crisis. Not only a health and financial crisis, but also political and social.",1,"The pandemic affects lives and make people feel more unhappy. Also, the economic situation in the country does not look promising, so I believe things will become much worse before they start to get better.",1,1,0,1,0,"Mixed",0,0,1,0,NA,NA,0,0,NA,"1","keep as-is"
"21",21,"6/3/2020 15:14","6/3/2020 15:45",0,"68.169.168.220",100,1848,1,"6/3/2020 15:45","R_3DhgRVgQzGXpnsa",NA,NA,NA,NA,34.9335022,-85.37940216,"anonymous","EN",0,0,35.528,0,1000000,1900000,2000000,2200000,2350000,2450000,2600000,2750000,3250000,3500000,3700000,3750000,60.373,142.524,153.186,12,31,3.898,8.44,10.357,3,2,1,NA,5,"Staff Accountant",4,4,NA,4,"United States",3,6,"I do not use Twitter, so understanding some of how the statistics work was a little confusing.","5ed7a1ab460b762408cc60e9","5ed7c6806cb9612735cc3980","5ed7f6959f0f142ee1f110f5",1,"lifesat","pred",6,6.1,6,6.2,6.1,6.3,6.4,6.25,6,6.1,6.15,6.3,164,6.172,26.109,27.05,4,2,"F_30uYAMZuB0TD1A7","life-satisfaction.xlsx",39344,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",2.811,25.306,28.424,3,5.743,34.966,45.741,2,3,"1,4",NA,"I again used estimation to find an average, and then applied knowledge of the time of year and current circumstances to the numbers.","Yes. Time of year, holidays, COVID-19",1,"I lowered the numbers due to the potential spike of cases in the winter. Although the holidays are seemingly happier times, if the virus rises again, those figures are likely to go down.",1,0,0,1,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"22",22,"6/3/2020 15:17","6/3/2020 15:46",0,"136.34.92.189",100,1711,1,"6/3/2020 15:46","R_cPaAdiDQp2wqww1",NA,NA,NA,NA,39.19949341,-94.52649689,"anonymous","EN",0,0,12.558,0,600000,600000,500000,400000,400000,500000,500000,400000,300000,200000,100000,100000,8.604,175.964,179.815,9,61,4.259,10.315,12.839,4,1,2,NA,5,"sales manager",4,3,NA,2,"USA",2,6,"The positive negative scale could use some clarification","5ed78f15983647227fcec902","5ed7c6806cb9612735cc3980","5ed7f74747cfe5118839e3b6",1,"lifesat","pred",5,6,7,7,7,6,6,7,9,9,9,9,165,42.64,42.64,42.645,1,NA,"F_2EGkWfXRBJ8W6jR","life-satisfaction.xlsx",39617,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",22.488,28.752,52.89,2,3.948,56.133,63.216,2,5,"2",NA,"Things leveling off, then have more cases in fall.  I will be retiring in January, so my mental state will improve!","Retirement 2021",1,"If not for Covid 19, I would be putting down 8-10's.",0,1,0,0,0,"Intuition/Theory",0,1,1,1,"talks about their own life ",NA,1,1,NA,NA,NA
"23",23,"6/3/2020 15:33","6/3/2020 16:04",0,"99.23.147.12",100,1854,1,"6/3/2020 16:04","R_1JQ2KAV3LfdyjnZ",NA,NA,NA,NA,29.61380005,-82.38600159,"anonymous","EN",12.598,14.866,16,2,1000000,1300000,1580000,1800000,200000,2196000,2500000,2900000,3400000,3800000,4200000,4400000,0.97,240.997,276.516,18,24,1.871,7.481,8.698,6,2,1,NA,5,"Lab Tech",4,10,NA,3,"US",1,3,"It was annoying to have to type out the numbers twice","5e39a6810a04051bd143b65e","5ed7c6806cb9612735cc3980","5ed7facce2a92d11bc7d1009",1,"lifesat","pred",6.4,6.3,6.45,6.5,6.52,6.45,6.38,6.4,6.3,6.28,6.3,6.39,208,14.492,56.251,57.259,9,1,"F_3m8KsewKYyIGlPz","life-satisfaction.xlsx",39694,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",3.42,59.495,66.661,8,5.341,203.696,204.52,5,2,"1,2",NA,"It is an election year in the US, so I thought that November would be one of the lower life satisfaction ratings months. In addition, I think new school year and football means better ratings for early fall. January and February are lower because winter and sickness are expected.","Absolutely considered political change with the upcoming general election, and the risk of COVID or other deaths in the winter. I think these both would have a negative effect on life satisfaction ratings. In addition, I think the unemployment rate will go down starting in July so that would have a positive effect on life satisfaction",1,"I think it played a significant role but it was not the only important thing. I would say it definitely was a driving factor for my estimated ratings next winter",1,1,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"24",24,"6/3/2020 15:53","6/3/2020 16:06",0,"73.145.173.75",100,760,1,"6/3/2020 16:06","R_22tPPS57IvDFsoq",NA,NA,NA,NA,42.28070068,-83.78009796,"anonymous","EN",0,0,6.393,0,70000,75000,85000,90000,100000,100000,120000,120000,120000,120000,120000,120000,20.239,65.288,68.265,13,23,2.381,7.922,12.309,4,2,1,NA,5,"Rehabilitation Associate",4,10,NA,3,"USA",3,6,"I based my calculations on intuition rather than equations","5ebbfc3729e14e0372002deb","5ed7c6806cb9612735cc3980","5ed7ffad2fb6182f37c663ab",1,"lifesat","pred",6.3,6.5,7,7,6.3,6.2,6.1,6,6,6.2,6.3,6.5,217,17.852,19.418,19.418,2,2,"F_1feivmCkyMEQDxV","life-satisfaction.xlsx",39680,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",75.184,113.034,115.489,12,7.015,36.556,45.335,4,2,"1",NA,"N/A","Same as the last task, I just calculated based on re-opening of states and second wave of restrictions due to COVID.",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,1,0,NA,"what previous task they implying?",0,0,NA,NA,NA
"25",25,"6/3/2020 15:43","6/3/2020 16:06",0,"99.111.2.155",100,1367,1,"6/3/2020 16:06","R_3qa4vHJhsTODsvs",NA,NA,NA,NA,41.58520508,-87.80590057,"anonymous","EN",0,0,32.386,0,1100000,140000,170000,200000,220000,230000,237000,242000,245000,246000,247000,248000,13.552,53.256,71.042,5,20,0.821,7.726,8.965,3,1,2,NA,3,"Student",4,2,NA,3,"United States",2,4,"I might have messed up the Positive and Negative emotion chart, because I was a little unsure which was the correlations worked. Thank you and have a great day.","5e556ce0df966b57dbf40a16","5ed7c6806cb9612735cc3980","5ed7fd5121e6322f4ce3792e",1,"lifesat","pred",7.5,7.5,8,8,8,8,8,9,8,8,8,8,219,24.753,173.776,174.704,2,2,"F_3pVYBBYRDlvQTUl","life-satisfaction.xlsx",39657,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",4.008,46.006,46.948,13,10.6,73.233,114.625,4,5,"1",NA,"I have been pretty satisfied with my life, and after COVID calms down and the protests, I am certain will be even more content. I do not see anything that will make my life worse in the forseeable future, and I am already happy with my life.","Some other things I considered were holidays and when I can see other people. I am generally happy most of the time though.",1,"Happiness for everyone is somewhat diminished because of COVID, but we are heading towards the end of COVID, so I am hopeful that life will reach a type of normal soon.",1,0,0,0,0,"Intuition/Theory",0,1,1,1,"talks about their own life ",NA,1,1,NA,NA,NA
"26",26,"6/3/2020 15:48","6/3/2020 16:06",0,"73.48.80.77",100,1122,1,"6/3/2020 16:07","R_a4MGZBLREKwRKnf",NA,NA,NA,NA,30.49079895,-84.31580353,"anonymous","EN",0,0,15.902,0,100000,150000,175000,200000,175000,150000,130000,100000,80000,60000,40000,20000,15.206,76.217,79.816,12,50,4.032,7.385,9.089,3,2,1,NA,5,"editor",4,10,"atheist",1,"United STates",1,5,"I may have muffed up the positive and negative emotions. ","5de6bcd545971063d3ff95db","5ed7c6806cb9612735cc3980","5ed7fe76e7cb0a12f7773767",1,"lifesat","pred",6.2,6.1,6,6,6.1,6.1,6.2,6.2,6.4,6.5,6.2,6.4,221,18.656,193.967,195.022,3,1,"F_1NCTADnVDkkY5Il","Copy of life-satisfaction.xlsx",39322,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",10.133,56.015,76.651,3,4.63,83.964,163.355,2,3,"1",NA,"I assumed a second wave of coronavirus, which should generally lower life satisfaction numbers. Then I assumed that second wave would abate somewhat so life satisfaction would rise again later in the year or next year. ","I found it difficult to consider variables because I don't know how ""life satisfaction"" is defined for the purposes of the study. What does life satisfaction mean to previous study participants? It's tough to make a prediction when what I think about as life satisfaction may mean something entirely different to the next person. ",1,"I think it should be lowering life satisfaction data considerably. ",1,0,0,0,0,"Intuition/Theory",0,0,0,0,NA,"parameter",0,0,NA,"1","keep as-is"
"27",27,"6/3/2020 15:40","6/3/2020 16:07",0,"73.33.27.45",100,1651,1,"6/3/2020 16:08","R_a2Zx9twgHG7OuLT",NA,NA,NA,NA,40.03509521,-74.11070251,"anonymous","EN",0,0,37.491,0,650000,700000,700500,701000,709000,750000,800000,850000,900000,950000,1000000,1001000,56.37,141.697,168.365,7,62,1.959,8.931,10.718,6,2,1,NA,6,"Realtor",4,3,NA,4,"USA",2,7,"I would revise all my estimates if a vaccine is tested and ready by September.","5e7694014add7908e8cedec2","5ed7c6806cb9612735cc3980","5ed7fc6c976efc2f07b049a5",1,"lifesat","pred",4.5,4.25,5.5,6.2,6,5.2,5,4.9,4.5,4.25,4.1,4,229,13.416,13.416,13.42,1,1,"F_2c1a7fN5YvVBHHl","life-satisfaction.xlsx",39700,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",73.658,88.68,149.232,2,2.988,71.396,162.088,4,4,"1,5","Impact of rioting occurring now and COVID impact","Not based on theoretical assumptions","I based my decision process on the state of the world today with COVID and the rioting in the US.  I think things will calm down in July and August, hopefully will be a great month.  Then, if the experts are correct and no vaccine is available, COVID will return in September.  If we have another winter / spring like this one, I don't think too many people will be happy.
",1,"COVID-19 has a great impact on the trajectory.  It results in depression, loss of jobs, loss of family connections.  It is also very restrictive on our ability to go out and do the things we ;like to do.  If it returns in September, it will be like going through another war.  People will become very emotional and some unstable.",1,0,0,0,1,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"28",28,"6/3/2020 15:54","6/3/2020 16:10",0,"72.228.49.49",100,971,1,"6/3/2020 16:10","R_6MgAt5f22Bvazmh",NA,NA,NA,NA,42.46170044,-75.05339813,"anonymous","EN",40.332,49.676,50.456,3,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,7.909,66.468,67.036,21,39,2.568,8.173,8.776,6,1,2,NA,8,NA,4,2,NA,4,"california",1,5,NA,"5eb0f8e9a550071c3ed1eafe","5ed7c6806cb9612735cc3980","5ed7ff9cec9d1d1227ad9210",1,"lifesat","pred",0.2,2.5,1.2,0,0,6.1,1,0,0,2,2,2,237,3.153,6.941,6.949,3,1,"F_3Of4JZDim77WTOI","life-satisfaction.xlsx",39690,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",0.651,161.834,162.373,24,3.447,5.115,5.118,2,1,"3",NA,NA,NA,2,NA,0,0,1,0,0,"Simulation",0,2,2,1,"no responses",NA,2,2,NA,NA,NA
"29",29,"6/3/2020 15:46","6/3/2020 16:11",0,"174.236.3.155",100,1466,1,"6/3/2020 16:11","R_12AqlMPXlgqu8Dg",NA,NA,NA,NA,35.90769958,-94.9905014,"anonymous","EN",2.788,5.452,7.486,3,100000,110000,120000,130000,130000,120000,120000,120000,100000,100000,100000,100000,2.307,76.628,77.1,23,36,1.843,11.596,12.386,10,1,2,NA,4,"Unemployment",6,10,NA,1,"United States",2,1,NA,"5e4661f88bd52c1307647814","5ed7c6806cb9612735cc3980","5ed7fe1c9883862f0e21fcd7",1,"lifesat","pred",5,6,6,5,6,6,6,6,6,6,6,6,241,4.885,9.247,9.258,2,2,"F_11hWpT4xlyfXifJ","life-satisfaction (1).xlsx",16247,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",2.559,2.559,2.565,1,19.081,53.195,57.301,9,3,"1",NA,"I just went by past data and guessed by that","Covid19",1,"With the country reopening, the cases of covid19 are expected to go up",1,0,0,0,0,"Intuition/Theory",0,0,1,0,"last response misundrstood q",NA,0,0,NA,NA,NA
"30",30,"6/3/2020 15:55","6/3/2020 16:11",0,"69.122.166.173",100,977,1,"6/3/2020 16:11","R_3EXy9x3r1xss0Yq",NA,NA,NA,NA,40.72790527,-73.51180267,"anonymous","EN",0,0,2.75,0,100000,120000,130000,135000,140000,144000,147000,149000,150000,151000,152000,153000,5.251,5.251,55.147,1,23,2.819,4.473,5.821,3,1,2,NA,5,"Trader",4,3,NA,2,"United States",2,5,"none","5e69200e600ede1d3eb8f446","5ed7c6806cb9612735cc3980","5ed8001102d4a62eaa7931a1",1,"lifesat","pred",4,4.5,4.75,5,5.25,5.5,5.5,5.75,6,6.25,6.5,6.5,242,4.596,4.596,4.599,1,2,"F_1QFKh4iYAj3NZwe","life-satisfaction.xlsx",39645,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",12.53,58.114,58.567,16,1.328,118.793,147.815,2,3,"1",NA,"As the nation re-opens more, happiness will go up until everything is fully back to normal","Yes, the political and health climate are primarily what I based it on.",1,"It is the main focus, people will be more happy when life eventually returns to normal early next year",1,0,0,0,0,"Intuition/Theory",0,0,1,0,NA,"happiness?",0,0,NA,"1","keep as-is"
